%  .   ./extracted_timings-e02.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  74.70955952 ,  70.979356 ,  80.38344 ,  2.84523635302171 
% PVSPY_VIZ_TIMINGS ,  19.47674768 ,  15.480821 ,  22.324519 ,  1.25991869917988 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,71.21556,15.480821
20,71.053672,15.530578
30,71.06235,16.116861
40,70.9881,20.580565
50,71.053882,20.433656
60,71.218298,20.798563
70,73.14732,20.109817
80,71.905914,19.830062
90,70.979356,19.170816
100,71.179378,19.206049
110,71.155197,19.051907
120,71.274079,19.35449
130,71.26393,18.648156
140,71.32163,21.344869
150,71.567791,21.181989
160,72.230641,20.482991
170,72.007627,19.627301
180,72.404889,19.799543
190,72.632961,18.937972
200,73.610731,19.26381
210,74.343699,19.310352
220,74.524951,18.757721
230,74.28097,19.827988
240,74.650458,19.723789
250,75.156991,17.816969
260,75.924765,20.436747
270,76.683672,20.406968
280,75.780106,19.071315
290,76.006792,20.45939
300,77.958526,19.694669
310,76.525965,20.806151
320,76.992355,19.844878
330,77.175977,19.486531
340,76.98351,18.197041
350,76.534738,18.941391
360,77.198254,19.043219
370,76.557873,19.721779
380,75.948327,19.793142
390,75.699812,22.324519
400,76.114095,19.958981
410,76.112683,19.543002
420,76.336048,20.362864
430,75.825098,19.049621
440,77.237208,19.651577
450,77.812548,18.787562
460,78.179252,20.290009
470,79.084406,18.98034
480,80.106263,19.722081
490,80.085888,19.113316
500,80.38344,19.762656
