%  .   ./extracted_timings-e04.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  14.60115794 ,  11.513582 ,  18.273211 ,  1.81747098273681 
% PVSPY_VIZ_TIMINGS ,  2.03970222 ,  1.987038 ,  2.24052 ,  0.0448384097208805 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,11.695191,2.009916
20,11.528166,2.018333
30,11.617011,2.045902
40,11.513582,2.033556
50,11.768728,2.017297
60,11.754792,2.025073
70,11.735232,2.023574
80,11.914456,2.009172
90,12.181822,2.017174
100,12.295449,2.039931
110,12.633768,2.020915
120,13.052261,2.018648
130,13.076323,2.003153
140,13.137823,2.009157
150,13.826224,2.023201
160,14.089522,2.040886
170,14.763844,2.030526
180,14.716359,2.031436
190,14.645994,2.015762
200,14.699335,2.021149
210,14.990052,2.016701
220,14.7872,2.005394
230,15.016739,2.006696
240,14.87848,1.99197
250,14.756552,2.05701
260,14.819069,1.987038
270,14.494454,2.042278
280,14.427324,2.017693
290,14.637165,2.044223
300,14.53714,2.021049
310,14.519031,2.001279
320,16.750815,2.24052
330,15.288122,2.041591
340,15.340065,2.034759
350,15.721886,2.031153
360,16.390372,2.050863
370,16.443623,2.012473
380,16.628404,2.008331
390,16.149845,2.03077
400,16.184634,2.050428
410,16.73701,2.088877
420,16.225593,2.038995
430,16.235279,2.021157
440,16.723386,2.024315
450,18.273211,2.153299
460,15.544164,2.118769
470,15.918897,2.112162
480,17.489993,2.109549
490,16.813444,2.10591
500,16.690066,2.065098
