%  .   ./extracted_timings-e16.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  74.74042282 ,  70.58951 ,  80.917115 ,  3.03837593348167 
% PVSPY_VIZ_TIMINGS ,  27.76311218 ,  27.272197 ,  28.221772 ,  0.190920317624459 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,70.844878,27.272197
20,70.617122,27.648433
30,70.644705,27.427
40,70.58951,27.941155
50,70.703225,27.706112
60,70.787482,28.221772
70,72.715286,27.931492
80,71.693017,28.01504
90,70.735003,27.371744
100,71.102988,27.753909
110,71.080907,28.003256
120,71.239401,27.717544
130,71.116932,27.926859
140,71.360062,27.969752
150,71.625659,27.613173
160,72.173301,28.090206
170,72.008339,27.972685
180,72.45081,27.672303
190,72.623306,27.88161
200,73.529053,27.965731
210,74.394935,27.954324
220,74.537696,27.832391
230,74.393471,27.548288
240,74.745657,27.856049
250,75.281417,27.825504
260,76.100118,27.561148
270,76.817201,27.74567
280,75.969869,27.709752
290,76.193779,27.717643
300,78.094836,27.778305
310,76.687133,27.533975
320,77.148696,27.736427
330,77.366196,27.750884
340,77.231441,27.61754
350,76.768172,27.732261
360,77.435415,27.545291
370,76.688617,27.926255
380,76.021768,27.583519
390,75.704782,27.938373
400,76.191587,27.619525
410,76.287367,27.881361
420,76.431229,27.680147
430,75.949232,27.850831
440,77.424949,27.981598
450,77.945709,27.655718
460,78.369968,27.641575
470,79.370715,27.720463
480,80.446508,27.835692
490,80.464577,27.494445
500,80.917115,27.798682
