Function  , sum  , mean  , min  , max  
MPI_Allgather , 6.11505E7 , 59717.28515625 , 11333.0 , 154869.0
MPI_Barrier , 4.418289043E11 , 1.1661447009607263E7 , 11937.0 , 1.41971E8
MPI_Barrier , 1.34704E10 , 1.31546875E7 , 1.11779E7 , 1.98578E7
MPI_Bcast , 3.915502E8 , 191186.62109375 , 41967.0 , 358071.0
MPI_Bcast , 2.46174E9 , 2404042.96875 , 9530.0 , 9195760.0
MPI_Bcast , 1.394365E8 , 68084.228515625 , 11991.0 , 231391.0
MPI_Finalize , 3.79685E8 , 370786.1328125 , 11858.0 , 707806.0
MPI_Recv , 7.22861092E10 , 2016911.529017857 , 9459.0 , 1.01139E8
MPI_Reduce_scatter , 4.97637E7 , 48597.36328125 , 11121.0 , 118636.0
MPI_Send , 3.879285455E11 , 9713755.646534456 , 11916.0 , 1.01079E8
MPI_Type_commit , 1.1834759E9 , 72233.63647460938 , 11490.0 , 490057.0
MPI_Type_commit , 1.017237E8 , 49669.775390625 , 11920.0 , 191352.0
amrini_ , 2.31209E11 , 2.257900390625E8 , 2.25763E8 , 2.25819E8
cth , 3.934E12 , 3.841796875E9 , 3.83932E9 , 3.84371E9
pvspy_fil , 3.44702E10 , 3.36623046875E7 , 3.24136E7 , 3.45468E7
pvspy_stb , 2.19155E8 , 214018.5546875 , 60192.0 , 626198.0
spy_file_out , 1.67328E10 , 1.6340625E7 , 1.43363E7 , 2.30686E7
