%  amr-file-hpctoolkit/pipe-5-00512   amr-file-hpctoolkit/pipe-5-00512/extracted_timings-e719250.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  23.03489808 ,  20.177687 ,  29.136724 ,  2.59799047088832 
% PVSPY_VIZ_TIMINGS ,  6.834e-05 ,  5.7e-05 ,  0.00028 ,  3.06618223029678e-05 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,20.481681,7.1e-05
20,20.177687,6.6e-05
30,20.221033,6.2e-05
40,20.213603,6.7e-05
50,20.226824,6.3e-05
60,20.335219,6.6e-05
70,21.359673,6.3e-05
80,20.973458,6.1e-05
90,20.325615,7e-05
100,20.47506,6.6e-05
110,21.037309,5.9e-05
120,20.513368,6.3e-05
130,20.437523,6.2e-05
140,20.575913,6.1e-05
150,20.834464,6.3e-05
160,21.292479,6.3e-05
170,21.340333,6.7e-05
180,22.145937,6.2e-05
190,21.757934,6.2e-05
200,22.130288,6.5e-05
210,22.229384,6.4e-05
220,22.605198,5.7e-05
230,22.568043,6.7e-05
240,22.779858,6.4e-05
250,22.858232,6.4e-05
260,22.963862,6.5e-05
270,23.269566,6.3e-05
280,22.843224,6.3e-05
290,22.883904,0.00028
300,23.695471,6.5e-05
310,23.089119,6.3e-05
320,23.251074,6.2e-05
330,23.328175,6.3e-05
340,24.368147,6.5e-05
350,23.182483,6.6e-05
360,23.779947,6e-05
370,23.568892,6.2e-05
380,23.362792,6.5e-05
390,23.266753,6.9e-05
400,23.49841,6e-05
410,23.641599,6.6e-05
420,23.829461,6.2e-05
430,23.610331,6.5e-05
440,28.026219,6.4e-05
450,28.190296,6.5e-05
460,28.102565,6.3e-05
470,28.794971,6.8e-05
480,29.136724,6.3e-05
490,29.051871,6.5e-05
500,29.112932,6.7e-05
