%  ./failed/pipe-7-04096   ./failed/pipe-7-04096/extracted_timings-e727040.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  123.50994776 ,  117.750097 ,  172.154814 ,  10.3256120480063 
% PVSPY_VIZ_TIMINGS ,  71.54967536 ,  0.005376 ,  276.482553 ,  45.2620632576698 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,117.750097,62.007655
20,120.00484,62.623201
30,122.041419,61.720209
40,120.704567,60.541695
50,122.203987,51.985871
60,123.26905,67.069472
70,121.342944,66.15703
80,125.240242,64.004391
90,121.146597,62.878998
100,120.942185,61.276797
110,119.299731,62.136855
120,120.687195,63.634019
130,120.349356,64.406232
140,120.856872,61.627834
150,172.154814,276.482553
160,121.632783,65.269231
170,124.83779,59.230223
180,121.414446,73.459258
190,126.360062,63.098989
200,118.884588,65.351953
210,122.363689,75.084022
220,121.271315,90.512706
230,122.367643,75.347941
240,121.951951,72.829373
250,118.670531,0.005376
