%  ./failed/pipe-7-04096   ./failed/pipe-7-04096/extracted_timings-e739789.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  121.75406724 ,  119.111564 ,  126.554281 ,  2.11498857665655 
% PVSPY_VIZ_TIMINGS ,  63.81481008 ,  0.004837 ,  101.24814 ,  16.0063197068714 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,119.111564,61.890656
20,120.776687,60.855239
30,125.650596,63.617366
40,126.367671,74.386333
50,122.628458,54.102656
60,123.864116,65.038334
70,121.086193,64.705828
80,122.058657,64.773363
90,121.559394,67.83389
100,120.629629,60.198586
110,120.608904,65.170891
120,121.935548,63.521657
130,121.970106,63.175427
140,121.468073,62.480477
150,120.760299,62.840517
160,120.023346,65.537069
170,126.554281,65.397445
180,122.993789,62.875832
190,119.900551,60.100089
200,119.11767,66.074626
210,120.244156,68.844292
220,122.757838,101.24814
230,122.925408,82.531722
240,119.38913,68.16498
250,119.469617,0.004837
