%  ./pipe-5-00256   ./pipe-5-00256/extracted_timings-e664828.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  44.28499002 ,  37.766001 ,  50.512335 ,  3.8689867082989 
% PVSPY_VIZ_TIMINGS ,  3.11973974 ,  2.201099 ,  6.046972 ,  0.888064394477613 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,38.036452,2.329212
20,38.148871,2.391978
30,37.766001,2.301697
40,39.166233,2.335556
50,39.240041,3.075064
60,41.728399,2.579839
70,44.293254,5.245785
80,39.102854,4.262883
90,40.809352,2.270608
100,41.018949,2.404976
110,41.926314,4.795274
120,38.313092,3.566017
130,44.17558,2.610277
140,40.032368,2.49696
150,39.307549,2.617638
160,40.397771,2.804957
170,40.249414,2.569816
180,39.451422,2.201099
190,39.729525,2.664751
200,46.763051,2.731426
210,45.466598,3.187759
220,48.668353,3.074428
230,49.957832,2.816866
240,45.720315,3.288002
250,46.66291,6.046972
260,45.782455,5.056227
270,48.165248,4.631825
280,48.197647,4.302637
290,45.364759,2.756442
300,48.643831,2.389823
310,44.551184,3.985996
320,44.779558,2.371147
330,45.279875,4.396855
340,46.366131,3.795278
350,44.152611,2.570656
360,44.17781,2.494464
370,44.754511,2.606633
380,43.428581,2.578924
390,42.8463,2.509693
400,44.314651,2.744809
410,44.839092,3.275463
420,48.739651,3.762051
430,48.119674,2.997999
440,48.989853,3.059473
450,48.774162,3.187404
460,48.595357,3.179494
470,49.270089,2.856502
480,49.70843,2.728177
490,49.763206,2.417327
500,50.512335,2.661848
