%  ./pipe-7-32768   ./pipe-7-32768/extracted_timings-e04.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  22.9934164 ,  21.715246 ,  27.189456 ,  1.59507959210209 
% PVSPY_VIZ_TIMINGS ,  84.98543892 ,  60.364591 ,  101.229115 ,  8.87805536613912 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,21.715246,99.841481
20,21.822088,92.93559
30,22.37084,91.406723
40,21.894696,87.757288
50,22.175063,87.753821
60,22.574393,63.78544
70,21.967959,86.780521
80,21.995333,85.563972
90,22.10738,85.461423
100,22.029153,85.619127
110,22.218655,84.562776
120,22.106895,83.43463
130,22.602571,87.050858
140,22.272252,83.538801
150,22.052707,84.93147
160,21.989468,85.450049
170,23.620408,82.125384
180,22.876627,84.626125
190,21.787256,84.709275
200,21.972015,83.201403
210,21.93207,83.48678
220,22.913632,83.445311
230,23.29112,81.036875
240,21.951013,81.921889
250,22.044608,80.669378
260,21.833172,81.802385
270,21.92408,82.603312
280,22.098279,81.69667
290,21.879767,81.66603
300,22.010539,82.249497
310,21.87624,82.448161
320,21.94399,81.96472
330,22.323392,81.350942
340,22.138097,82.042029
350,22.170268,82.09909
360,22.369464,81.152798
370,22.408182,81.961446
380,23.066437,81.595391
390,22.581305,79.937351
400,22.988867,61.318503
410,25.102083,60.364591
420,26.324764,100.992097
430,25.207193,101.229115
440,26.274347,99.580327
450,27.189456,98.820456
460,25.662666,72.986937
470,24.724185,100.600463
480,25.998982,97.908077
490,26.386573,93.302352
500,26.905044,96.502816
