%  amr-file-hpctoolkit/pipe-7-32768   amr-file-hpctoolkit/pipe-7-32768/extracted_timings-e719260.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  24.38003248 ,  22.072534 ,  29.845232 ,  1.79055786758125 
% PVSPY_VIZ_TIMINGS ,  6.372e-05 ,  5.9e-05 ,  7.2e-05 ,  3.47022318872891e-06 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,23.837002,6e-05
20,24.255177,6.7e-05
30,24.223037,5.9e-05
40,23.848561,5.9e-05
50,23.104621,6.5e-05
60,24.303779,6.1e-05
70,23.941213,6.6e-05
80,23.341042,6.4e-05
90,22.528501,6.6e-05
100,22.776016,5.9e-05
110,22.976333,7.1e-05
120,23.882545,6.6e-05
130,24.58721,6.5e-05
140,23.501517,6.2e-05
150,23.482571,6.7e-05
160,24.142344,6.1e-05
170,25.205315,6.3e-05
180,25.064189,6.3e-05
190,22.761799,6.3e-05
200,24.026371,6e-05
210,23.215569,6.5e-05
220,24.924622,6.4e-05
230,24.179821,6.1e-05
240,23.734565,6.1e-05
250,23.864146,6.2e-05
260,23.431981,6.4e-05
270,23.537219,6e-05
280,22.072534,6.1e-05
290,22.347755,6.3e-05
300,23.525276,6.2e-05
310,22.798422,6.2e-05
320,24.034615,6.4e-05
330,23.150769,5.9e-05
340,23.259252,6.3e-05
350,23.277112,6.1e-05
360,24.359094,6e-05
370,23.249891,6.2e-05
380,23.395447,6.2e-05
390,22.738928,6.3e-05
400,23.539257,5.9e-05
410,28.109416,6.6e-05
420,28.72561,6.6e-05
430,25.346424,6.8e-05
440,26.614002,6.5e-05
450,29.845232,6.4e-05
460,27.292392,7e-05
470,25.886227,7.2e-05
480,26.168237,7.1e-05
490,28.602343,6.8e-05
500,27.986323,7.1e-05
