%  amr_in-situ-hpctoolkit/pipe-5-00128   amr_in-situ-hpctoolkit/pipe-5-00128/extracted_timings-e692645.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  75.43448066 ,  70.972167 ,  81.387559 ,  3.15565653654284 
% PVSPY_VIZ_TIMINGS ,  3.38280536 ,  3.263166 ,  3.684457 ,  0.0932816605172064 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,77.291694,3.675071
20,70.972167,3.587779
30,71.035433,3.552304
40,71.028762,3.540237
50,71.059784,3.530675
60,71.240448,3.5152
70,80.33616,3.473035
80,72.017923,3.369251
90,71.240581,3.337965
100,71.411252,3.354919
110,71.457349,3.354024
120,71.483031,3.362063
130,71.468511,3.347473
140,71.634496,3.352676
150,71.82686,3.354464
160,72.441105,3.34852
170,72.27853,3.334377
180,72.696921,3.325784
190,72.83457,3.362926
200,73.739649,3.36017
210,74.666396,3.400709
220,74.824691,3.385427
230,74.679959,3.411991
240,74.951672,3.40465
250,75.573134,3.33011
260,76.706435,3.371538
270,77.210643,3.363615
280,76.340087,3.684457
290,76.638639,3.361888
300,78.506132,3.38342
310,77.045893,3.369028
320,77.557351,3.358306
330,77.808571,3.362818
340,77.596031,3.374906
350,77.14919,3.379183
360,77.91664,3.369668
370,77.229632,3.357038
380,77.515574,3.348222
390,76.211211,3.363797
400,76.745406,3.341654
410,76.884828,3.323362
420,76.972271,3.368003
430,76.483349,3.30706
440,77.987432,3.311615
450,78.483387,3.3038
460,78.955444,3.272826
470,79.983609,3.27713
480,81.152897,3.268607
490,81.064744,3.283361
500,81.387559,3.263166
