%  amr_in-situ-hpctoolkit/pipe-5-00128   amr_in-situ-hpctoolkit/pipe-5-00128/extracted_timings-e692644.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  75.62784228 ,  71.236879 ,  84.752621 ,  3.26568933598693 
% PVSPY_VIZ_TIMINGS ,  3.38666934 ,  3.282851 ,  3.685954 ,  0.0810573421906029 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,75.996929,3.685954
20,71.285368,3.647957
30,71.655802,3.536373
40,71.309669,3.5336
50,71.236879,3.542388
60,71.381903,3.530311
70,84.752621,3.470739
80,72.288778,3.368065
90,71.339587,3.375576
100,71.608749,3.368404
110,71.503671,3.357787
120,71.705971,3.356874
130,71.51754,3.350937
140,71.722721,3.359013
150,71.881662,3.353001
160,72.619379,3.35155
170,72.421742,3.343029
180,72.805972,3.323917
190,73.003756,3.349961
200,73.8704,3.378534
210,74.82735,3.402612
220,74.977893,3.401574
230,74.852256,3.396345
240,75.083503,3.393943
250,76.220625,3.368107
260,76.641754,3.358534
270,77.337264,3.363032
280,76.561541,3.359069
290,77.399595,3.364411
300,78.661293,3.386577
310,77.093541,3.39861
320,77.676473,3.387758
330,77.95616,3.364509
340,77.619352,3.377788
350,77.191225,3.386552
360,77.993419,3.376102
370,77.313355,3.361759
380,76.644645,3.355489
390,76.404513,3.343334
400,76.882285,3.355042
410,77.266965,3.319881
420,77.831227,3.305065
430,76.669274,3.359962
440,78.150503,3.332667
450,78.575968,3.323207
460,78.910717,3.309225
470,79.847123,3.36546
480,80.885872,3.352287
490,80.844024,3.282851
500,81.1633,3.297745
