%  ./pipe-6-08192   ./pipe-6-08192/extracted_timings-e747429.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  14.03312874 ,  12.79045 ,  18.381357 ,  1.39150419792988 
% PVSPY_VIZ_TIMINGS ,  8.97904608 ,  8.145688 ,  9.874852 ,  0.378489173831197 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,14.349861,9.466037
20,15.281885,9.177752
30,15.820896,8.631713
40,14.287098,9.201316
50,14.43188,8.80689
60,14.920093,8.819561
70,14.133076,8.93289
80,13.848398,8.961913
90,13.688781,9.238397
100,13.714468,9.029478
110,13.374606,9.524687
120,13.433139,9.248955
130,14.420531,9.148128
140,14.387935,9.591084
150,13.4023,9.149984
160,13.971845,8.778599
170,12.954621,8.661074
180,12.935903,8.685583
190,12.913101,9.019424
200,12.87063,8.801997
210,12.996736,9.294135
220,12.79045,8.635724
230,14.190914,8.584802
240,13.03557,8.856996
250,12.89615,8.95918
260,14.100481,9.105227
270,12.923923,8.560756
280,12.876394,8.962664
290,13.027518,9.343974
300,13.107697,9.874852
310,13.101727,8.886038
320,13.056593,8.925746
330,14.395059,8.6662
340,12.876458,9.53432
350,13.177157,8.908067
360,14.834595,8.795031
370,13.118234,8.688022
380,13.415686,8.632955
390,13.5733,9.711108
400,13.215248,8.947867
410,13.467161,9.466037
420,13.225129,8.648312
430,13.969457,9.320178
440,13.455695,8.966496
450,14.297163,8.976606
460,15.624999,9.550183
470,18.362144,8.381888
480,18.381357,8.593785
490,17.965178,8.145688
500,17.057217,8.154005
