%  ./failed/pipe-7-08192   ./failed/pipe-7-08192/extracted_timings-e743620.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  67.8360564615385 ,  65.332667 ,  72.66646 ,  2.30112888830242 
% PVSPY_VIZ_TIMINGS ,  26.0659008461538 ,  3.6e-05 ,  31.932657 ,  9.55881183896821 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,72.66646,26.026353
20,69.398865,31.414089
30,70.798583,31.098629
40,66.781723,31.932657
50,67.510985,29.979332
60,67.660304,11.435131
70,65.332667,31.65892
80,66.226783,29.318033
90,66.365139,30.386176
100,67.054008,31.015477
110,66.026479,29.667412
120,70.549805,24.924466
130,65.496933,3.6e-05
