%  amr_in-transit/failed/pipe-6-08192   amr_in-transit/failed/pipe-6-08192/extracted_timings-e657073.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  12.118635775 ,  11.546108 ,  13.024395 ,  0.402402967227647 
% PVSPY_VIZ_TIMINGS ,  32.124481975 ,  1.5e-05 ,  37.925603 ,  5.66866236548706 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,12.251319,35.167603
20,12.002575,32.861368
30,11.781391,33.075898
40,11.767601,33.183995
50,11.781543,32.651678
60,12.560072,32.003009
70,11.838515,36.926014
80,11.848603,37.925603
90,11.933968,32.152512
100,11.864542,36.470155
110,11.867343,37.374638
120,11.956088,33.863467
130,12.374533,34.373227
140,12.984677,35.179657
150,11.848217,37.451588
160,11.546108,32.410862
170,12.023816,34.352073
180,11.675017,35.240514
190,11.620739,31.639469
200,11.64393,34.076664
210,11.774774,34.172153
220,11.977404,32.32123
230,11.726806,35.52417
240,12.580794,30.756644
250,11.900584,31.071443
260,11.941853,31.39515
270,11.997712,31.465701
280,11.997937,31.266903
290,12.457746,30.689744
300,12.244454,30.882555
310,12.879482,30.47875
320,11.97339,31.226398
330,12.295609,30.771528
340,12.032975,31.170203
350,12.286571,30.927761
360,12.809335,30.302225
370,12.181614,31.069392
380,12.79453,30.89337
390,13.024395,30.21395
400,12.696869,1.5e-05
