%  ./pipe-5-00128   ./pipe-5-00128/extracted_timings-e727017.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  96.9967648 ,  92.576688 ,  104.48082 ,  3.36318567312495 
% PVSPY_VIZ_TIMINGS ,  8.80156756 ,  8.49849 ,  9.070449 ,  0.143673324913572 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,93.806818,8.767963
20,92.662374,8.720652
30,92.695941,9.065175
40,92.576688,8.823018
50,92.591639,8.96547
60,92.689567,8.914214
70,95.060656,9.038056
80,94.111972,8.86792
90,92.71081,8.697144
100,92.811408,8.806572
110,92.819766,8.880128
120,92.949049,8.852289
130,92.781467,8.92895
140,92.964746,8.999801
150,93.29249,8.69611
160,94.931728,8.845005
170,93.893442,8.948427
180,94.373657,8.86666
190,94.57818,8.804357
200,96.515096,8.922244
210,96.795401,9.025497
220,97.284756,8.730153
230,96.816223,8.953478
240,97.203599,9.070449
250,97.593472,8.868086
260,98.480276,8.631824
270,99.049597,8.746839
280,97.760682,8.850881
290,98.061923,8.830622
300,100.256798,8.703345
310,98.292348,8.765321
320,98.730607,8.655581
330,98.911486,8.87043
340,98.702464,8.721557
350,97.983036,8.857609
360,99.19764,8.937481
370,98.421264,8.779423
380,97.968085,8.659432
390,97.639212,8.95502
400,98.362699,8.794337
410,98.640637,8.85557
420,99.344502,8.49849
430,98.891501,8.708732
440,100.505187,8.561386
450,101.116881,8.564484
460,101.724427,8.655241
470,102.818449,8.655077
480,103.972834,8.514163
490,104.01394,8.623891
500,104.48082,8.623824
