Function  , sum  , mean  , min  , max  
MPI_Allgather , 6568360.0 , 25657.65625 , 8824.0 , 83059.0
MPI_Barrier , 8.770499762E10 , 9788504.198660715 , 11539.0 , 1.0827E8
MPI_Barrier , 1.65723E9 , 6473554.6875 , 1118440.0 , 1.12762E7
MPI_Bcast , 1.6143018E8 , 126117.328125 , 10102.0 , 505877.0
MPI_Bcast , 9.47006E7 , 369924.21875 , 9719.0 , 2170780.0
MPI_Bcast , 1.57826E7 , 61650.78125 , 33910.0 , 203410.0
MPI_Finalize , 9.40034E7 , 367200.78125 , 10287.0 , 706899.0
MPI_Isend , 6739940.0 , 26327.890625 , 11930.0 , 107528.0
MPI_Recv , 1.133487965E10 , 983930.5251736111 , 9739.0 , 3.99493E7
MPI_Send , 5.784266983E10 , 5793536.641626603 , 10663.0 , 5.3218E7
MPI_Type_commit , 2.9758358E8 , 40083.99515086207 , 10069.0 , 239294.0
MPI_Type_commit , 2.875056E7 , 37435.625 , 11917.0 , 119933.0
MPI_Type_struct , 7850050.0 , 30664.2578125 , 11930.0 , 119430.0
amrini_ , 4.59123E10 , 1.79344921875E8 , 1.79326E8 , 1.79367E8
cth , 6.03983E11 , 2.35930859375E9 , 2.35845E9 , 2.36052E9
pvspy_fil , 2.43719E9 , 9520273.4375 , 9212580.0 , 9738290.0
pvspy_stb , 2.63768E7 , 103034.375 , 23437.0 , 307524.0
spy_file_out , 2.19618E9 , 8578828.125 , 3575390.0 , 1.31561E7
