%  ./failed/pipe-7-32768   ./failed/pipe-7-32768/extracted_timings-e727027.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  28.2622557021277 ,  22.495481 ,  120.640644 ,  16.6224313250349 
% PVSPY_VIZ_TIMINGS ,  76.1270820851064 ,  3.4e-05 ,  95.513276 ,  18.1528942910824 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,23.24708,92.122369
20,23.1329,90.719145
30,23.564322,89.793134
40,22.989221,83.464839
50,22.913789,83.519972
60,23.280451,57.422607
70,22.681884,83.941093
80,23.840142,83.712484
90,22.896286,82.919821
100,24.008164,83.391629
110,22.828929,86.287035
120,23.525571,81.947303
130,23.042735,92.799653
140,62.542316,47.744655
150,120.640644,21.610089
160,74.348962,40.720018
170,24.961622,81.024112
180,25.167685,81.088624
190,22.900822,81.386317
200,24.854505,80.007421
210,31.460956,95.513276
220,25.378086,81.317304
230,25.018411,78.924735
240,22.796826,79.306294
250,22.495481,81.133935
260,24.750702,78.593626
270,24.224364,77.541826
280,22.590224,79.592392
290,22.615821,80.846995
300,23.701619,79.755809
310,23.083405,80.147478
320,23.151512,80.357529
330,22.807137,79.033736
340,22.846646,79.317514
350,23.953885,79.097246
360,23.035926,78.59092
370,23.107445,80.016707
380,24.603091,74.476073
390,23.224417,76.606674
400,23.701921,55.932565
410,26.033207,52.257653
420,26.75668,93.109677
430,25.933194,93.421662
440,28.272996,85.545166
450,27.599784,87.204403
460,32.157349,64.709309
470,25.656903,3.4e-05
