%  amr-file-hpctoolkit/pipe-5-01024   amr-file-hpctoolkit/pipe-5-01024/extracted_timings-e719251.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  13.02756164 ,  11.532514 ,  14.949139 ,  0.913506029178092 
% PVSPY_VIZ_TIMINGS ,  7.91e-05 ,  7.2e-05 ,  9.2e-05 ,  3.67701076463821e-06 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,11.921181,8.5e-05
20,12.359895,8e-05
30,11.621568,7.6e-05
40,11.532514,8.9e-05
50,11.647322,8.3e-05
60,11.770115,7.9e-05
70,12.376283,8.2e-05
80,12.44649,7.7e-05
90,11.68402,7.7e-05
100,11.785581,7.7e-05
110,11.725913,7.4e-05
120,11.823187,7.6e-05
130,11.755645,8e-05
140,11.939675,8.1e-05
150,11.981546,7.6e-05
160,12.240693,7.2e-05
170,12.223058,8.2e-05
180,12.507761,7.7e-05
190,12.576388,8.3e-05
200,12.810091,8.2e-05
210,13.042301,7.3e-05
220,13.017335,7.4e-05
230,12.973081,8.3e-05
240,13.085364,7.7e-05
250,13.174919,8e-05
260,13.424965,7.9e-05
270,13.76657,7.7e-05
280,13.346005,7.8e-05
290,13.388384,7.9e-05
300,14.089618,8e-05
310,13.589179,7.9e-05
320,13.8305,9.2e-05
330,14.068715,8e-05
340,13.793875,7.9e-05
350,13.662175,8.2e-05
360,14.412777,7.8e-05
370,14.053907,7.6e-05
380,13.566756,8e-05
390,13.484087,7.9e-05
400,13.552885,7.5e-05
410,13.61378,7.3e-05
420,14.949139,7.8e-05
430,13.579629,8e-05
440,13.913769,8.2e-05
450,13.692458,8e-05
460,13.559123,7.9e-05
470,13.843459,7.8e-05
480,14.134721,7.9e-05
490,14.021389,7.8e-05
500,14.018291,8e-05
