Function  , sum  , mean  , min  , max  
MPI_Allgather , 7.36476E10 , 2.950625E7 , 8757.0 , 4.27835E7
MPI_Allreduce , 2.84482E8 , 113975.16025641025 , 70611.0 , 179817.0
MPI_Allreduce , 7.93016E8 , 317714.74358974356 , 167103.0 , 455376.0
MPI_Allreduce , 2.75169E8 , 110243.99038461539 , 11996.0 , 251690.0
MPI_Allreduce , 8.43693E8 , 169009.01442307694 , 23979.0 , 383383.0
MPI_Barrier , 4.19036E8 , 167883.0128205128 , 39780.0 , 215881.0
MPI_Barrier , 4.79618E8 , 192154.64743589744 , 80801.0 , 371820.0
MPI_Barrier , 6.91478E10 , 2.7703445512820512E7 , 22397.0 , 4.67127E7
MPI_Barrier , 1.56568E10 , 6272756.41025641 , 708900.0 , 8290150.0
MPI_Barrier , 1.33362E12 , 5.3430288461538464E8 , 2.02056E7 , 9.65311E8
MPI_Barrier , 1.76914E11 , 7.087900641025642E7 , 11783.0 , 1.03033E8
MPI_Barrier , 1.08349E9 , 434090.5448717949 , 8699.0 , 491765.0
MPI_Bcast , 1.58574E10 , 6353125.0 , 11970.0 , 5.21717E7
MPI_Comm_split , 3.90357E8 , 156393.02884615384 , 47929.0 , 311319.0
MPI_Recv , 4.3719609E11 , 3503173.798076923 , 11259.0 , 3.58112E8
MPI_Send , 2.161888919E12 , 2.1653534845753204E7 , 11933.0 , 3.9529E8
amrini_ , 1.38103E12 , 5.532972756410257E8 , 5.53238E8 , 5.53349E8
cth , 2.73772E13 , 1.0968429487179487E10 , 1.03576E10 , 1.14485E10
pvspy_fil , 3.02658E8 , 121257.21153846153 , 9055.0 , 242244.0
pvspy_fin , 1.77998E11 , 7.131330128205128E7 , 11783.0 , 1.03525E8
pvspy_scf , 4.2E8 , 168269.23076923078 , 39780.0 , 215881.0
pvspy_stm , 7.36887E10 , 2.9522716346153848E7 , 8757.0 , 4.28043E7
pvspy_viz , 1.43768E12 , 5.759935897435898E8 , 2.73506E7 , 9.74853E8
pvspy_viz_sync_data , 1.33631E12 , 5.35380608974359E8 , 2.12575E7 , 9.6631E8
pvspy_viz_sync_metadata , 1.58709E10 , 6358533.653846154 , 801243.0 , 8410090.0
pvspy_viz_wait , 6.91507E10 , 2.7704607371794872E7 , 22397.0 , 4.67127E7
