%  amr-file-hpctoolkit/pipe-7-08192   amr-file-hpctoolkit/pipe-7-08192/extracted_timings-e723151.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  67.3978517 ,  63.633506 ,  77.522225 ,  4.31720044704803 
% PVSPY_VIZ_TIMINGS ,  6.972e-05 ,  5.5e-05 ,  0.000316 ,  4.06744366392255e-05 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,64.942844,6.4e-05
20,64.414658,6.5e-05
30,65.189867,6.3e-05
40,63.910969,6.6e-05
50,64.34246,6.2e-05
60,65.631566,6.4e-05
70,64.987543,6.1e-05
80,64.797513,6.6e-05
90,64.929332,6.3e-05
100,65.063297,5.9e-05
110,64.252887,6.3e-05
120,64.592869,6.2e-05
130,65.210526,6e-05
140,64.553845,5.5e-05
150,65.031025,5.9e-05
160,64.75783,6.1e-05
170,67.74019,6.2e-05
180,66.069387,2e-04
190,64.374882,0.000316
200,64.6035,5.6e-05
210,64.566149,6.1e-05
220,65.406943,5.9e-05
230,66.418203,6.1e-05
240,63.633506,5.9e-05
250,64.529203,5.9e-05
260,64.869003,6e-05
270,64.9804,6.5e-05
280,63.975271,6.1e-05
290,64.980825,5.6e-05
300,65.241833,6.1e-05
310,64.642585,6.1e-05
320,65.446709,6.1e-05
330,65.566148,6e-05
340,65.076725,6.5e-05
350,64.755522,5.8e-05
360,64.899072,6e-05
370,65.430866,5.9e-05
380,68.876355,6.6e-05
390,72.988783,6.1e-05
400,74.038206,6.6e-05
410,75.202866,7e-05
420,73.704409,6.6e-05
430,72.711538,7e-05
440,74.943754,6.4e-05
450,77.522225,6e-05
460,74.192708,6.1e-05
470,74.283104,6e-05
480,76.597367,6.5e-05
490,75.640244,6.3e-05
500,75.375073,6.1e-05
