%  amr_in-transit-hpctoolkit/pipe-7-16384   amr_in-transit-hpctoolkit/pipe-7-16384/extracted_timings-e701629.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  40.1397003 ,  37.234512 ,  47.026568 ,  3.11795065025817 
% PVSPY_VIZ_TIMINGS ,  59.28991114 ,  37.379653 ,  67.044536 ,  4.35478671182051 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,37.549645,63.702417
20,37.468881,64.878628
30,39.427246,65.865055
40,37.727407,62.593286
50,41.16498,58.866139
60,39.348359,37.379653
70,38.524704,61.457192
80,37.785677,61.809749
90,38.805119,60.456663
100,38.790022,61.257265
110,37.85237,61.229158
120,38.665567,60.646582
130,39.176675,61.87371
140,38.240356,61.526245
150,38.432201,61.238999
160,38.894736,61.816312
170,39.387195,60.296553
180,39.345986,59.705049
190,38.543281,59.205309
200,37.234512,60.580409
210,37.365768,60.936652
220,39.534046,57.793124
230,39.067887,57.122603
240,37.604795,58.834614
250,37.972241,57.615137
260,38.482513,58.045376
270,38.063101,58.929995
280,37.434193,58.419317
290,37.942108,58.459069
300,37.566543,58.786912
310,37.625838,59.116959
320,38.164977,57.196954
330,38.826957,57.591946
340,37.494183,57.93553
350,37.605086,58.980715
360,38.520639,57.353235
370,40.19608,57.5148
380,43.048281,65.542719
390,44.995808,58.46126
400,43.4561,67.044536
410,46.65829,50.053285
420,43.974393,63.412942
430,42.115661,62.778685
440,44.779775,58.360755
450,47.026568,60.196043
460,46.911962,56.704975
470,45.283313,55.54514
480,44.10042,57.440673
490,46.89872,54.720139
500,45.90385,57.217094
