%  ./failed/pipe-6-04096   ./failed/pipe-6-04096/extracted_timings-e732841.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  26.0992596 ,  23.563713 ,  29.24049 ,  1.9190935132471 
% PVSPY_VIZ_TIMINGS ,  6.7209226 ,  3.5e-05 ,  8.729983 ,  1.9103399888728 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,26.531699,7.011095
20,26.148051,8.729983
30,23.814231,7.031489
40,23.563713,7.049387
50,28.938658,6.92751
60,25.291988,7.070953
70,25.676966,7.223693
80,26.360795,7.258009
90,29.037344,6.932027
100,27.735808,7.104045
110,24.70342,7.112268
120,24.806334,7.292779
130,23.660388,7.137231
140,29.24049,6.933335
150,25.979009,3.5e-05
