%  amr_in-situ-opt/failed/pipe-7-65536   amr_in-situ-opt/failed/pipe-7-65536/extracted_timings-e657042.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  13.8752361176471 ,  13.415736 ,  15.602763 ,  0.526897145434581 
% PVSPY_VIZ_TIMINGS ,  9.45267694117647 ,  0.004367 ,  10.13619 ,  2.43535297761101 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,13.868635,10.041503
20,14.234588,10.041438
30,14.012795,10.003813
40,13.892555,9.945881
50,14.279933,9.980762
60,14.105205,9.998066
70,13.415736,10.114072
80,13.999508,10.034493
90,13.565082,10.038893
100,13.484766,9.981912
110,13.503847,10.121373
120,13.55631,10.073616
130,13.528455,10.032148
140,13.773722,10.102278
150,13.579043,10.044703
160,13.476071,10.13619
170,15.602763,0.004367
