%  amr_in-situ-opt/failed/pipe-7-65536   amr_in-situ-opt/failed/pipe-7-65536/extracted_timings-e663172.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  28.6899873529412 ,  13.020267 ,  43.163754 ,  12.7263606204431 
% PVSPY_VIZ_TIMINGS ,  9.56382917647059 ,  0.003975 ,  10.767033 ,  2.4770010608525 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,13.028639,9.87348
20,13.374444,9.926282
30,13.611886,9.92817
40,13.134024,10.437888
50,37.485588,10.542972
60,40.656866,10.445457
70,40.444852,10.064066
80,41.371588,10.256577
90,41.764879,10.060901
100,13.020267,9.916255
110,13.087193,9.901107
120,36.397525,10.042419
130,26.36111,10.242079
140,25.183227,10.767033
150,35.668934,10.177255
160,39.975009,9.99918
170,43.163754,0.003975
