%  ./pipe-5-01024   ./pipe-5-01024/extracted_timings-e04.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  13.47377656 ,  12.183249 ,  14.869635 ,  0.857427896646404 
% PVSPY_VIZ_TIMINGS ,  15.17527684 ,  12.191595 ,  44.119657 ,  4.33830832399514 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,12.211508,15.920676
20,12.213759,15.81986
30,12.397932,15.878327
40,12.183249,16.078116
50,12.221803,16.085369
60,12.283615,15.958067
70,12.89968,15.339329
80,12.582659,15.560766
90,12.329714,15.656235
100,12.308488,15.823069
110,12.437737,16.125999
120,12.400406,19.170331
130,12.373328,44.119657
140,12.452021,13.963859
150,12.642165,13.648945
160,12.869481,15.19426
170,12.839488,15.254961
180,13.027107,15.015107
190,12.906683,15.03478
200,13.122252,14.796449
210,13.481405,14.463719
220,13.409496,14.492638
230,13.235279,15.61741
240,13.346086,14.690061
250,13.426145,14.509346
260,13.870551,14.158447
270,14.194813,13.756523
280,13.871332,14.017882
290,13.896962,14.12719
300,14.544182,13.43038
310,14.381132,13.590747
320,14.674204,13.249687
330,14.869635,13.128834
340,14.386102,13.705446
350,14.234098,13.992684
360,14.704044,13.357705
370,14.440543,13.516479
380,14.075122,14.028793
390,13.943327,14.269853
400,14.02412,15.826319
410,13.994831,12.191595
420,14.148931,13.770797
430,13.91236,14.067628
440,14.270125,13.776389
450,14.21141,13.754143
460,14.125163,13.92704
470,14.223702,13.841051
480,14.348535,13.749618
490,14.320151,13.755882
500,14.421967,13.555394
