%  ./pipe-7-04096   ./pipe-7-04096/extracted_timings-e664835.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  124.29585928 ,  116.995058 ,  162.347118 ,  9.85442975968312 
% PVSPY_VIZ_TIMINGS ,  26.7342317 ,  24.563853 ,  70.807262 ,  6.72771688550868 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,117.016219,25.997785
20,117.532663,27.370987
30,131.962558,25.988636
40,118.097771,25.922263
50,118.401742,25.579077
60,120.412964,25.555933
70,162.347118,30.020885
80,159.465719,25.927901
90,119.716653,25.699536
100,119.37792,25.785333
110,145.002444,37.299208
120,118.071072,25.48422
130,117.714496,25.581964
140,118.677456,25.431473
150,118.920556,25.590482
160,118.010248,25.403438
170,122.052086,25.155778
180,120.49005,25.075188
190,118.091139,25.0834
200,118.355236,25.114959
210,118.866219,25.147915
220,120.53959,25.110182
230,121.450072,25.171872
240,116.995058,25.576882
250,132.825294,70.807262
260,118.827643,25.109691
270,118.327141,25.00121
280,118.068203,25.034794
290,118.901612,25.135256
300,119.44018,25.169953
310,117.919366,25.067286
320,118.780295,25.142666
330,118.355666,25.139127
340,118.57104,25.200882
350,119.83818,25.847291
360,120.209734,25.190313
370,120.770683,25.080244
380,120.778814,25.776663
390,120.312059,25.185565
400,136.478998,33.874787
410,126.149479,25.078151
420,126.563464,25.045068
430,126.506864,24.818684
440,128.061857,24.760101
450,132.636317,24.563853
460,132.934321,24.890545
470,131.63745,24.854978
480,131.398795,24.901915
490,131.542756,25.099134
500,131.389704,24.860869
