Function  , sum  , mean  , min  , max  
MPI_Allgather , 1.638287E9 , 99993.10302734375 , 11950.0 , 299647.0
MPI_Allgather , 1.41452E11 , 3.45341796875E7 , 8863.0 , 4.59029E7
MPI_Allreduce , 4.35473E8 , 106316.650390625 , 58197.0 , 179826.0
MPI_Allreduce , 1.923584E9 , 234812.5 , 23954.0 , 539223.0
MPI_Allreduce , 3.06505E8 , 74830.322265625 , 10378.0 , 203722.0
MPI_Allreduce , 6.01955E8 , 146961.669921875 , 23962.0 , 615480.0
MPI_Allreduce , 4.00474E8 , 97771.97265625 , 11976.0 , 263607.0
MPI_Allreduce , 2.359051E9 , 191980.06184895834 , 11969.0 , 857838.0
MPI_Barrier , 6.22707E8 , 152028.076171875 , 23102.0 , 311851.0
MPI_Barrier , 1.99002E10 , 4858447.265625 , 153129.0 , 6758820.0
MPI_Barrier , 3.83263E8 , 93570.068359375 , 35972.0 , 170581.0
MPI_Barrier , 8.88301E9 , 2168703.61328125 , 543195.0 , 3643080.0
MPI_Barrier , 1.64808E12 , 4.0236328125E8 , 5355220.0 , 5.70667E8
MPI_Barrier , 2.62203E11 , 6.4014404296875E7 , 45447.0 , 8.53153E7
MPI_Bcast , 6.78767E8 , 165714.599609375 , 11989.0 , 243750.0
MPI_Bcast , 4.0554E9 , 990087.890625 , 11977.0 , 2.08566E7
MPI_Bcast , 3.2749E8 , 79953.61328125 , 57956.0 , 99471.0
MPI_Comm_split , 8.29657E8 , 202552.978515625 , 47935.0 , 699238.0
MPI_Recv , 5.01518464E11 , 3309217.060810811 , 11395.0 , 2.07101E8
MPI_Reduce_scatter , 6.488906E9 , 264034.2610677083 , 11978.0 , 856222.0
MPI_Send , 2.318502188E12 , 1.4513860852363782E7 , 11845.0 , 2.09753E8
amrini_ , 1.5104E12 , 3.6875E8 , 3.68699E8 , 3.68795E8
cth , 2.92426E13 , 7.139306640625E9 , 6.64329E9 , 7.34184E9
pvspy_fil , 1.03182E9 , 251909.1796875 , 231551.0 , 280020.0
pvspy_fin , 2.62446E11 , 6.407373046875E7 , 12108.0 , 8.53965E7
pvspy_stm , 1.41478E11 , 3.454052734375E7 , 8863.0 , 4.59149E7
pvspy_viz , 1.6866E12 , 4.11767578125E8 , 1.40619E7 , 5.80436E8
pvspy_viz_sync_data , 1.65265E12 , 4.0347900390625E8 , 6432450.0 , 5.71801E8
pvspy_viz_sync_metadata , 9.35719E9 , 2284470.21484375 , 637762.0 , 3778770.0
pvspy_viz_wait , 1.99043E10 , 4859448.2421875 , 153129.0 , 6758820.0
