%  amr_in-transit/failed/pipe-7-32768   amr_in-transit/failed/pipe-7-32768/extracted_timings-e630831.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  22.0176880740741 ,  21.354624 ,  23.233174 ,  0.445527889877487 
% PVSPY_VIZ_TIMINGS ,  76.0752942592593 ,  1.8e-05 ,  91.192383 ,  16.1432718989358 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,21.354624,91.192383
20,22.042257,87.289236
30,21.990878,86.00362
40,21.825528,81.206737
50,22.198192,80.526611
60,22.094673,57.797547
70,21.761145,81.923808
80,21.649065,80.648936
90,21.840307,79.820128
100,21.990913,79.176637
110,21.673179,80.329183
120,21.776951,78.804873
130,22.272639,78.040044
140,22.130895,78.467064
150,21.868081,78.625456
160,21.850122,79.227212
170,23.233174,77.191809
180,22.676117,77.463469
190,21.804527,77.980611
200,21.611342,78.721343
210,22.549035,76.872735
220,22.915087,76.855265
230,22.529109,76.49977
240,21.804065,77.209202
250,22.079056,77.670255
260,21.435238,78.488993
270,21.521379,1.8e-05
