%  ./pipe-6-08192   ./pipe-6-08192/extracted_timings-e657053.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  12.95260946 ,  11.719585 ,  17.883523 ,  1.48002877674682 
% PVSPY_VIZ_TIMINGS ,  1.90036342 ,  1.840578 ,  2.057083 ,  0.0415560261923783 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,11.719585,1.892879
20,11.804609,1.924582
30,12.301985,1.903607
40,11.909019,1.88182
50,12.986624,1.907413
60,15.845213,2.057083
70,15.17257,1.967675
80,12.555455,1.924427
90,12.266962,1.886558
100,12.208701,1.89641
110,12.256713,1.87998
120,12.277677,1.908163
130,12.554598,1.925932
140,12.885511,1.915198
150,12.263345,1.859549
160,11.937338,1.873507
170,11.78494,1.87424
180,11.886381,1.852528
190,12.547685,1.883853
200,12.058256,1.889273
210,12.168945,1.880245
220,12.108812,1.867264
230,12.089527,1.882974
240,12.602626,1.843938
250,12.098373,1.905691
260,12.193521,1.904968
270,12.326617,1.857225
280,12.257218,1.895822
290,12.875188,1.840578
300,12.589252,1.85137
310,12.665794,1.898184
320,12.352486,1.872582
330,12.756917,1.935626
340,12.62966,1.86461
350,12.656106,1.86164
360,12.464057,1.895386
370,12.439989,1.884402
380,12.631701,1.897915
390,12.90899,1.991155
400,12.58348,1.878116
410,13.036074,1.893217
420,12.823098,1.885937
430,12.433587,1.893155
440,12.867678,1.893365
450,13.119433,1.873703
460,13.639511,1.995921
470,17.66883,1.956379
480,17.883523,1.963386
490,16.892156,1.950949
500,16.644157,1.897791
