%  ./pipe-6-04096   ./pipe-6-04096/extracted_timings-e16.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  20.64558564 ,  19.557376 ,  22.524026 ,  0.759942635049455 
% PVSPY_VIZ_TIMINGS ,  11.08347128 ,  10.733916 ,  11.545397 ,  0.16894348592464 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,19.557376,10.969651
20,19.932471,11.024467
30,20.024499,10.931787
40,20.062387,11.07528
50,20.235526,11.012858
60,20.236597,11.109646
70,20.341431,11.023577
80,20.255595,11.067594
90,20.350964,11.410664
100,20.243016,11.088373
110,20.193941,11.124645
120,20.384587,10.995543
130,20.239815,10.938568
140,21.420231,11.088922
150,19.885367,11.242994
160,19.601747,11.279068
170,19.633657,10.942495
180,19.738957,11.200643
190,19.931415,11.125276
200,19.72312,10.884397
210,19.839283,10.994206
220,19.791698,11.369115
230,19.842878,11.025059
240,20.376764,10.96501
250,20.177698,11.036554
260,20.225495,11.061315
270,20.142308,11.018104
280,20.131214,11.086262
290,20.561459,11.383883
300,20.743888,11.026379
310,21.070238,11.079402
320,20.614279,11.180474
330,21.053676,11.209212
340,20.873571,10.767114
350,21.16034,10.733916
360,21.324086,11.545397
370,21.0719,10.762631
380,21.535036,11.148258
390,21.776328,11.171979
400,21.377386,11.073096
410,21.691585,10.953079
420,21.32981,11.260365
430,21.075157,11.175004
440,21.294548,10.77569
450,21.491858,11.061561
460,21.654945,11.164847
470,22.524026,11.08218
480,22.395044,11.434843
490,21.571007,11.096608
500,21.569078,10.995573
