%  amr-file-hpctoolkit/pipe-6-02048   amr-file-hpctoolkit/pipe-6-02048/extracted_timings-e719254.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  38.12857434 ,  35.888336 ,  48.465254 ,  2.68378327231452 
% PVSPY_VIZ_TIMINGS ,  5.004e-05 ,  4.1e-05 ,  6.2e-05 ,  4.42146895896624e-06 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,36.18435,5e-05
20,36.749166,5e-05
30,36.024425,5.8e-05
40,36.113777,5.1e-05
50,35.977673,5.6e-05
60,36.608457,5.6e-05
70,36.011141,5e-05
80,36.816377,5.2e-05
90,36.168229,4.9e-05
100,36.84404,5.2e-05
110,35.999517,4.5e-05
120,36.543761,5.1e-05
130,36.190345,4.9e-05
140,38.963442,4.8e-05
150,36.206941,4.7e-05
160,35.942807,4.7e-05
170,35.888336,4.8e-05
180,36.010392,5.2e-05
190,35.924429,4.8e-05
200,36.206361,5.1e-05
210,36.066584,5.1e-05
220,37.244984,4.7e-05
230,36.189922,5e-05
240,37.61108,4.9e-05
250,36.95528,4.4e-05
260,37.41817,4.8e-05
270,36.942168,5.1e-05
280,36.929556,4.8e-05
290,37.432391,4.8e-05
300,38.524368,4.3e-05
310,37.902215,4.4e-05
320,37.798859,4.9e-05
330,38.521733,4.9e-05
340,39.108786,5.2e-05
350,38.806913,4.8e-05
360,38.847632,4.9e-05
370,38.701931,4.3e-05
380,39.82644,5.2e-05
390,39.628638,5e-05
400,39.136361,5.3e-05
410,39.675438,4.8e-05
420,39.074435,4.8e-05
430,38.76455,4.7e-05
440,39.280319,5.5e-05
450,39.583355,5e-05
460,39.713748,4.1e-05
470,43.781585,5e-05
480,48.465254,6.2e-05
490,45.491698,6.2e-05
500,45.630358,6.1e-05
