%  ./pipe-5-00256   ./pipe-5-00256/extracted_timings-e653654.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  42.55283906 ,  37.226087 ,  48.699143 ,  3.97843852744579 
% PVSPY_VIZ_TIMINGS ,  2.57658554 ,  2.156144 ,  5.745427 ,  0.580915638810298 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,37.253105,2.436372
20,37.226087,2.190648
30,37.289558,2.181221
40,37.277171,2.323631
50,37.260706,2.19451
60,37.329789,2.194154
70,38.639782,2.519975
80,37.892943,2.199543
90,37.357037,2.456013
100,37.585698,2.262545
110,37.662376,2.156144
120,37.792191,2.164714
130,37.720795,2.224291
140,37.809114,2.835171
150,38.219947,2.560751
160,38.66986,2.192148
170,38.689745,2.417353
180,39.292685,2.16051
190,39.535233,2.172853
200,42.994355,2.425319
210,45.090567,3.879329
220,44.665042,2.291426
230,44.367094,2.396614
240,44.635359,2.303665
250,45.032543,3.10988
260,45.388489,2.326648
270,45.508607,2.285977
280,44.521256,2.299869
290,44.683216,2.340066
300,45.655751,2.370084
310,44.221057,5.745427
320,44.584689,2.792203
330,44.886718,2.343372
340,43.976196,2.348007
350,43.818067,2.400522
360,44.075702,2.385363
370,43.367732,2.345323
380,42.878357,2.414081
390,42.775385,2.375292
400,43.02609,2.46302
410,44.330981,3.073805
420,47.524257,3.057569
430,47.250469,2.90299
440,48.040639,3.02111
450,47.793791,2.891053
460,47.757426,3.003165
470,48.35601,3.159328
480,48.699143,2.843368
490,48.577784,2.957009
500,48.655359,2.435846
