%  ./pipe-5-00512   ./pipe-5-00512/extracted_timings-e02.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  25.09281488 ,  22.155175 ,  31.258421 ,  2.82617209410803 
% PVSPY_VIZ_TIMINGS ,  19.07040346 ,  15.538174 ,  34.820512 ,  3.40658479107917 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,22.293405,20.73826
20,22.172783,21.07869
30,22.452201,20.932028
40,22.155175,21.625807
50,22.184318,21.961684
60,22.456389,21.352699
70,23.098691,29.319615
80,22.58476,34.820512
90,22.38732,16.357518
100,22.35554,21.087861
110,22.363533,20.959563
120,22.466862,20.620558
130,22.397141,21.81536
140,22.417984,19.88571
150,22.673667,20.604892
160,22.922327,20.1485
170,22.94725,20.034567
180,23.156188,20.027737
190,23.183996,20.112395
200,23.623016,19.6446
210,23.748361,19.373244
220,23.735082,19.391316
230,23.945188,19.032445
240,23.954139,19.117312
250,24.253183,21.823387
260,24.568001,15.538174
270,24.761979,18.195372
280,24.315859,18.777031
290,24.423612,18.408897
300,25.319401,17.868454
310,24.72107,18.541948
320,25.088265,17.820634
330,25.419789,17.660017
340,28.256921,17.460048
350,28.461917,16.184939
360,27.487731,16.48847
370,26.932434,16.420997
380,26.640829,17.09281
390,26.509475,16.991218
400,26.680733,16.658352
410,26.810856,16.730466
420,26.585696,16.58427
430,26.151989,17.088205
440,28.017264,16.324229
450,30.664128,16.046884
460,30.661589,15.84678
470,31.013292,15.736338
480,31.258421,15.813558
490,31.084566,15.577732
500,30.876428,15.79809
