%  ./pipe-5-01024   ./pipe-5-01024/extracted_timings-e727016.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  13.6878106 ,  12.40439 ,  15.023361 ,  0.843885955332248 
% PVSPY_VIZ_TIMINGS ,  8.19207416 ,  7.993981 ,  8.458502 ,  0.0928667328686013 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,12.799992,8.248504
20,12.470055,8.224587
30,12.502238,8.220692
40,12.58829,8.383487
50,12.40439,8.384325
60,12.52101,8.275699
70,13.164041,8.331724
80,12.798034,8.262886
90,12.485885,8.216771
100,12.516992,8.211935
110,12.660992,8.26259
120,12.604264,8.221343
130,12.576693,8.161727
140,12.664052,8.300164
150,12.813819,8.213466
160,13.072857,8.209103
170,13.018794,8.201415
180,13.351515,8.203597
190,13.128817,8.140594
200,13.363952,8.191952
210,13.6329,8.236515
220,13.61408,8.205548
230,13.387022,8.124393
240,13.472073,8.120612
250,13.643576,8.140206
260,13.996857,8.172371
270,14.369293,8.187751
280,13.997436,8.143112
290,14.052754,8.161719
300,14.692889,8.142513
310,14.528339,8.131571
320,15.023361,8.12476
330,15.015754,8.069237
340,14.516919,8.239922
350,14.468583,8.142894
360,14.899484,8.164119
370,14.626461,8.09729
380,14.216303,8.139964
390,14.087221,8.108249
400,14.175054,8.097304
410,14.607702,8.114683
420,14.692204,8.437653
430,14.16923,8.458502
440,14.476593,8.100117
450,14.47383,7.993981
460,14.27203,8.065959
470,14.379641,8.166192
480,14.520013,8.141441
490,14.427556,8.205246
500,14.44869,8.103323
