Function  , sum  , mean  , min  , max  
MPI_Allgather , 1.452238E10 , 245575.9604978355 , 47887.0 , 539372.0
MPI_Allgather , 2.34877E12 , 1.5887242965367964E8 , 1172110.0 , 1.67511E8
MPI_Allreduce , 2.862723E10 , 387273.1331168831 , 9532.0 , 1653670.0
MPI_Allreduce , 1.2137655E10 , 273666.4637445887 , 23971.0 , 575052.0
MPI_Allreduce , 5.271986E9 , 178300.39231601733 , 35944.0 , 395684.0
MPI_Allreduce , 4.7503E9 , 321313.58225108223 , 179232.0 , 550967.0
MPI_Allreduce , 4.81901E9 , 162980.58712121213 , 11705.0 , 479063.0
MPI_Allreduce , 5.193735E9 , 87826.95819805194 , 8878.0 , 437108.0
MPI_Allreduce , 3.99092E9 , 269948.59307359305 , 95700.0 , 479443.0
MPI_Allreduce , 2.8687258E10 , 194042.6001082251 , 10376.0 , 1497930.0
MPI_Barrier , 1.13163E10 , 765442.3701298701 , 516862.0 , 923444.0
MPI_Barrier , 3.57444E13 , 2.417775974025974E9 , 3926230.0 , 2.55575E9
MPI_Barrier , 1.17151E10 , 792417.4783549784 , 659663.0 , 911440.0
MPI_Barrier , 7.1781E10 , 4855316.558441559 , 829955.0 , 8497450.0
MPI_Barrier , 2.24125E12 , 1.515997023809524E8 , 4137620.0 , 3.05758E8
MPI_Barrier , 1.33036E12 , 8.998647186147186E7 , 8938.0 , 9.51348E7
MPI_Barrier , 1.55404E9 , 105116.341991342 , 20197.0 , 119944.0
MPI_Bcast , 1.15624E9 , 78208.87445887446 , 8040.0 , 228852.0
MPI_Bcast , 8.77173E10 , 5933258.928571428 , 11982.0 , 2.40577E7
MPI_Bcast , 3.65567E9 , 123636.02543290044 , 59950.0 , 187014.0
MPI_Comm_dup , 1.41376E9 , 95627.70562770563 , 11986.0 , 203865.0
MPI_Comm_split , 9.15041E9 , 309470.0351731602 , 23485.0 , 2518190.0
MPI_Recv , 7.55055199E11 , 1160737.6509617276 , 8248.0 , 5.93287E7
MPI_Reduce_scatter , 8.04786E10 , 1360907.0616883116 , 11963.0 , 3380700.0
MPI_Send , 4.127754212E12 , 5816753.207296176 , 9594.0 , 7.19371E7
amrini_ , 2.8552E12 , 1.9312770562770563E8 , 1.92883E8 , 1.93156E8
cth , 7.89842E13 , 5.342545995670996E9 , 2.54888E9 , 5.65195E9
pvspy_fil , 2.08642E9 , 141126.89393939395 , 9551.0 , 281261.0
pvspy_fin , 1.33192E12 , 9.009199134199134E7 , 22939.0 , 9.52474E7
pvspy_stm , 2.34914E12 , 1.588974567099567E8 , 1172110.0 , 1.67538E8
pvspy_viz , 3.81848E13 , 2.58284632034632E9 , 3.42589E7 , 2.87766E9
pvspy_viz_sync_data , 2.25757E12 , 1.527035984848485E8 , 5293000.0 , 3.06715E8
pvspy_viz_sync_metadata , 8.36936E10 , 5661093.0735930735 , 1621420.0 , 9304370.0
pvspy_viz_wait , 3.57444E13 , 2.417775974025974E9 , 3938230.0 , 2.55575E9
