%  ./failed/pipe-7-16384   ./failed/pipe-7-16384/extracted_timings-e743621.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  40.90811025 ,  38.097219 ,  55.778286 ,  4.27784606216737 
% PVSPY_VIZ_TIMINGS ,  51.5154054375 ,  2.8e-05 ,  59.55617 ,  15.3265871110675 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,43.224727,56.070088
20,39.931928,59.476654
30,43.407935,57.05312
40,41.306772,55.083667
50,40.436694,57.253814
60,39.649777,34.191363
70,40.742671,56.617574
80,55.778286,42.44954
90,38.709555,59.55617
100,38.742397,58.438057
110,39.468722,57.540779
120,39.107285,56.648105
130,38.364296,58.11497
140,39.307285,57.092582
150,38.254215,58.659976
160,38.097219,2.8e-05
