%  ./failed/pipe-7-16384   ./failed/pipe-7-16384/extracted_timings-e739823.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  39.2623116428571 ,  38.311212 ,  40.451612 ,  0.608647005626744 
% PVSPY_VIZ_TIMINGS ,  52.0044251428571 ,  2.7e-05 ,  61.264444 ,  16.1723362585553 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,39.082124,58.411726
20,38.946005,60.028559
30,38.766044,61.264444
40,40.451612,56.42831
50,39.963604,57.688342
60,38.817487,35.522956
70,40.090336,57.132606
80,38.311212,59.478297
90,39.130251,57.158264
100,39.508473,56.841094
110,39.796812,56.214813
120,38.98898,55.949498
130,38.742909,55.943016
140,39.076514,2.7e-05
