%  ./failed/pipe-7-08192   ./failed/pipe-7-08192/extracted_timings-e727025.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  80.2424745405405 ,  78.908478 ,  88.139956 ,  1.64494079712583 
% PVSPY_VIZ_TIMINGS ,  17.839111027027 ,  2.2e-05 ,  29.950896 ,  4.91064175981089 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,79.402519,24.95874
20,78.927984,29.950896
30,79.518568,26.785628
40,78.955056,22.764046
50,79.673644,21.387472
60,79.310144,16.032587
70,79.965027,19.210056
80,78.908478,26.334527
90,88.139956,14.984369
100,79.514617,21.681841
110,79.234071,20.007739
120,79.225283,19.05664
130,79.043591,18.998981
140,79.043265,18.973604
150,79.106212,20.678567
160,79.394434,17.962222
170,82.610404,17.47699
180,81.452903,15.704638
190,79.812277,18.686797
200,79.723015,19.963794
210,79.573777,18.127731
220,81.590962,17.818984
230,80.823853,15.013948
240,79.14887,16.412413
250,79.804726,14.724586
260,79.545662,16.300743
270,80.261841,15.953233
280,80.218283,14.281274
290,79.834292,15.216011
300,80.064931,15.223637
310,79.923322,15.577267
320,80.242845,15.21777
330,81.610223,13.520993
340,81.099102,15.66313
350,80.68453,15.521728
360,81.741282,13.873504
370,81.841609,2.2e-05
