%  ./pipe-6-01024   ./pipe-6-01024/extracted_timings-e739808.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  69.2041846 ,  66.731818 ,  81.688431 ,  3.08771890690056 
% PVSPY_VIZ_TIMINGS ,  7.96358368 ,  7.834262 ,  8.302061 ,  0.0773280870150406 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,68.344615,7.971999
20,67.050455,7.930342
30,67.116288,7.959561
40,66.731818,7.834262
50,66.739865,7.996933
60,67.445213,7.896108
70,66.763179,7.917756
80,66.836705,7.881401
90,66.928476,7.896663
100,66.862519,7.910435
110,66.771231,8.104919
120,67.174432,7.9401
130,67.178964,7.914549
140,69.744253,8.026801
150,67.671251,8.023467
160,67.335299,8.0054
170,67.254682,7.937646
180,67.03565,8.066099
190,66.965594,8.047872
200,67.128856,7.952516
210,67.025511,7.98881
220,66.92211,8.055892
230,67.026773,7.968328
240,68.167139,7.912775
250,68.093848,7.962014
260,68.25193,7.914379
270,68.064098,7.958442
280,68.437382,7.834756
290,68.75602,7.989963
300,68.710626,7.969308
310,69.197689,7.915221
320,69.230494,7.923605
330,69.977345,7.977028
340,69.059811,8.011404
350,69.597968,8.042888
360,70.19828,7.942243
370,69.247136,7.869845
380,70.363774,7.952774
390,70.604453,8.011689
400,69.975333,7.963158
410,71.031959,8.014357
420,70.343135,7.978629
430,69.960024,7.956464
440,71.063979,7.921922
450,71.594814,7.875982
460,71.793521,8.050342
470,76.293897,8.302061
480,81.688431,7.89729
490,77.284589,7.911366
500,77.167816,7.89142
