%  amr_in-transit-hpctoolkit/pipe-6-01024   amr_in-transit-hpctoolkit/pipe-6-01024/extracted_timings-e692652.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  69.66991054 ,  66.959447 ,  81.635868 ,  3.26747457603951 
% PVSPY_VIZ_TIMINGS ,  8.02181258 ,  7.700387 ,  10.197851 ,  0.417929536510695 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,67.241395,7.94758
20,67.587548,8.105289
30,67.075087,8.03273
40,67.941952,7.960936
50,77.246267,7.985619
60,67.736504,7.823648
70,67.945208,7.902509
80,66.981549,8.025496
90,67.103221,7.958928
100,66.959447,7.88737
110,67.567621,7.995537
120,67.089703,7.99092
130,67.135431,7.986081
140,70.802339,7.972094
150,68.359214,7.978819
160,68.006423,7.971994
170,67.033348,7.940132
180,67.128947,7.891362
190,67.0176,7.971098
200,67.006287,7.974765
210,67.138466,7.98563
220,67.102746,7.885744
230,67.200139,7.967347
240,68.160649,7.955994
250,69.060374,7.995023
260,68.431553,7.925658
270,68.239734,7.886564
280,68.25674,7.798069
290,68.992,7.912314
300,69.012359,7.830531
310,70.147103,7.884748
320,69.460576,7.916387
330,71.061306,7.889358
340,69.152117,7.790473
350,70.236298,7.86352
360,69.852775,7.915547
370,69.7603,7.928486
380,70.055467,7.826038
390,70.788801,7.886433
400,70.069366,7.817594
410,71.188462,7.896383
420,70.391944,7.700387
430,70.046413,8.02615
440,71.255924,7.848207
450,71.870551,7.945419
460,72.039415,7.879568
470,76.945881,8.542587
480,81.635868,8.188817
490,77.777389,10.197851
500,77.19972,9.700895
