%  amr-file-hpctoolkit/pipe-5-00256   amr-file-hpctoolkit/pipe-5-00256/extracted_timings-e719249.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  42.4745373 ,  37.266874 ,  48.775119 ,  3.87348519222092 
% PVSPY_VIZ_TIMINGS ,  8.028e-05 ,  6.9e-05 ,  0.000372 ,  4.22089264183271e-05 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,37.505872,7.9e-05
20,37.280178,7.5e-05
30,37.333836,7.3e-05
40,37.266874,8.4e-05
50,37.678013,7.6e-05
60,37.397115,8e-05
70,39.689814,7.1e-05
80,37.940559,0.000372
90,37.519575,7.1e-05
100,37.716053,7.2e-05
110,37.83131,7e-05
120,37.804657,7.5e-05
130,38.822317,7.4e-05
140,37.901851,7.3e-05
150,38.164645,7.4e-05
160,38.730517,6.9e-05
170,38.658884,7.2e-05
180,39.140199,7.4e-05
190,39.448105,7.6e-05
200,42.619708,7.3e-05
210,44.452358,7.6e-05
220,43.963473,7.2e-05
230,43.661245,7.5e-05
240,44.008744,6.9e-05
250,44.431909,7e-05
260,44.824763,7.7e-05
270,44.905176,7.8e-05
280,44.036699,7e-05
290,44.207568,7.5e-05
300,45.239775,7.4e-05
310,43.76292,7.4e-05
320,44.194082,7.7e-05
330,44.524217,7.5e-05
340,43.742603,7.2e-05
350,43.525199,7.9e-05
360,43.865243,7.1e-05
370,43.177995,7.9e-05
380,42.706093,7.5e-05
390,42.551025,7.6e-05
400,42.784439,7.4e-05
410,44.213085,7.6e-05
420,48.668299,7.2e-05
430,47.320428,7.8e-05
440,48.223002,7.1e-05
450,47.908768,7.2e-05
460,47.743058,7.8e-05
470,48.417471,7.4e-05
480,48.775119,7.5e-05
490,48.676186,7.4e-05
500,48.765841,7.3e-05
