%  amr-file-hpctoolkit/pipe-5-00256   amr-file-hpctoolkit/pipe-5-00256/extracted_timings-e718959.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  42.6154886 ,  37.198613 ,  48.694323 ,  3.8085493324417 
% PVSPY_VIZ_TIMINGS ,  5.264e-05 ,  4.9e-05 ,  5.9e-05 ,  2.15482372971026e-06 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,40.162223,5.3e-05
20,37.198613,5.4e-05
30,37.885499,5.3e-05
40,37.553856,5.5e-05
50,38.196604,5.3e-05
60,37.318744,5.4e-05
70,39.597866,5.9e-05
80,38.206122,5.7e-05
90,37.478254,5e-05
100,37.680075,5.4e-05
110,37.734461,5.3e-05
120,37.830829,5.2e-05
130,37.687272,5.1e-05
140,37.90581,5.4e-05
150,38.173691,5.1e-05
160,38.75791,5.1e-05
170,38.657698,5.2e-05
180,39.131071,5.3e-05
190,39.898661,5.2e-05
200,42.822768,5.4e-05
210,44.693078,5e-05
220,44.181294,5.1e-05
230,43.81055,5.5e-05
240,45.067979,5.3e-05
250,45.785893,5.5e-05
260,44.93849,5.1e-05
270,46.10395,5.1e-05
280,44.083418,5.3e-05
290,44.249159,4.9e-05
300,45.266745,5.1e-05
310,43.806422,5.6e-05
320,44.258573,5.1e-05
330,44.524902,5.4e-05
340,43.637164,5.4e-05
350,43.423842,5.2e-05
360,43.809885,5e-05
370,44.018406,5.5e-05
380,43.504923,5e-05
390,42.433072,5.5e-05
400,42.740711,5.2e-05
410,44.086696,5e-05
420,47.753636,4.9e-05
430,47.357202,5.5e-05
440,47.983761,5.3e-05
450,47.65079,5.2e-05
460,47.636755,5.3e-05
470,48.248262,4.9e-05
480,48.694323,5e-05
490,48.520449,5.4e-05
500,48.626073,5.4e-05
