Function  , sum  , mean  , min  , max  
MPI_Allgather , 1.9614011E9 , 59857.21130371094 , 9806.0 , 238537.0
MPI_Allgather , 1.63646E10 , 3995263.671875 , 8639.0 , 4129380.0
MPI_Allreduce , 7.949898E8 , 64696.435546875 , 8925.0 , 179867.0
MPI_Allreduce , 1.94825E9 , 237823.486328125 , 23483.0 , 478064.0
MPI_Allreduce , 4.78869E8 , 58455.6884765625 , 10597.0 , 155865.0
MPI_Allreduce , 4.668414E8 , 37991.650390625 , 9842.0 , 179676.0
MPI_Allreduce , 7.59816E8 , 92750.9765625 , 11450.0 , 384811.0
MPI_Allreduce , 6.541829E8 , 26618.770345052082 , 9557.0 , 131833.0
MPI_Allreduce , 4.078861E8 , 49790.78369140625 , 10590.0 , 215291.0
MPI_Allreduce , 2.9029176E9 , 54516.932091346156 , 8627.0 , 715167.0
MPI_Allreduce , 1.05278E8 , 25702.63671875 , 9714.0 , 71924.0
MPI_Allreduce , 5.23052E7 , 12769.82421875 , 9779.0 , 71918.0
MPI_Barrier , 1.24722E8 , 30449.70703125 , 8110.0 , 70020.0
MPI_Barrier , 7.57087E7 , 18483.5693359375 , 11264.0 , 23996.0
MPI_Barrier , 1.71614E8 , 41897.94921875 , 23652.0 , 48178.0
MPI_Barrier , 5.44103E8 , 132837.646484375 , 17707.0 , 239883.0
MPI_Barrier , 4.99723E8 , 122002.685546875 , 20920.0 , 251684.0
MPI_Barrier , 1.74766E8 , 42667.48046875 , 8383.0 , 119963.0
MPI_Barrier , 2.12986E10 , 5199853.515625 , 210790.0 , 9679540.0
MPI_Barrier , 1.1347E11 , 2.770263671875E7 , 7213810.0 , 2.38801E8
MPI_Barrier , 5.92231E10 , 1.44587646484375E7 , 21353.0 , 1.49528E7
MPI_Barrier , 2.2405E8 , 54699.70703125 , 47961.0 , 59980.0
MPI_Bcast , 5.17669E7 , 12638.4033203125 , 8536.0 , 41981.0
MPI_Bcast , 1.8946E10 , 4625488.28125 , 11966.0 , 1.12008E7
MPI_Bcast , 2.2856328E9 , 32824.46001838235 , 8038.0 , 95944.0
MPI_Comm_dup , 2.071742E8 , 25289.8193359375 , 8770.0 , 118472.0
MPI_Comm_split , 1.014733E9 , 123868.7744140625 , 11554.0 , 607737.0
MPI_Comm_split , 1.12667E8 , 27506.591796875 , 8085.0 , 53836.0
MPI_Isend , 3.519645E8 , 17185.7666015625 , 11898.0 , 155378.0
MPI_Recv , 1.05885545E11 , 461624.3416922433 , 8350.0 , 3.24155E7
MPI_Reduce_scatter , 5.140248E9 , 250988.671875 , 9727.0 , 789650.0
MPI_Scan , 8.74124E7 , 21340.91796875 , 9225.0 , 95870.0
MPI_Scan , 1.13328E8 , 27667.96875 , 9570.0 , 106777.0
MPI_Send , 6.164401969E11 , 3420411.248779297 , 8432.0 , 3.51914E7
MPI_Type_struct , 9.75987E7 , 23827.8076171875 , 11531.0 , 119521.0
amrini_ , 4.63696E11 , 1.1320703125E8 , 1.12566E8 , 1.13232E8
cth , 5.11103E12 , 1.24781005859375E9 , 1.21196E9 , 1.46281E9
pvspy_fil , 3.14771E8 , 76848.388671875 , 33953.0 , 126359.0
pvspy_fin , 5.94472E10 , 1.45134765625E7 , 21353.0 , 1.50128E7
pvspy_scf , 1.7171E8 , 41921.38671875 , 23818.0 , 48178.0
pvspy_stm , 1.64492E10 , 4015917.96875 , 8639.0 , 4153320.0
pvspy_viz , 1.5954E11 , 3.89501953125E7 , 1.16251E7 , 2.5367E8
pvspy_viz_sync_data , 1.18014E11 , 2.881201171875E7 , 8397720.0 , 2.39734E8
pvspy_viz_sync_metadata , 2.15254E10 , 5255224.609375 , 366670.0 , 9690570.0
pvspy_viz_wait , 5.01949E8 , 122546.142578125 , 20920.0 , 251688.0
