 12035960, 12039112,
 12035988, 12040040,
 12036484, 12040768,
 12036832, 12041472,
 12038112, 12041896,
 12038252, 12042152,
 12038252, 12042700,
 12038228, 12042876,
 12038228, 12043636,
 12038156, 12043588,
 12038288, 12044336,
 12038352, 12044556,
 12038356, 12044744,
 12038248, 12044672,
 12038428, 12045524,
 12038568, 12045516,
 12050596, 12052688,
 12050740, 12052824,
 12050940, 12052804,
 12051016, 12052748,
 12050988, 12052872,
 12051268, 12052888,
 12051276, 12052384,
 12051332, 12052508,
 12051364, 12052504,
 12051444, 12052496,
 12051372, 12052380,
 12051388, 12052356,
 12051544, 12052348,
 12051488, 12052380,
 12051512, 12052420,
 12051608, 12052428,
 12051528, 12052404,
 12051464, 12053404,
 12051416, 12054164,
 12051764, 12057984,
 12052308, 12058752,
 12054772, 12061436,
 12054964, 12061596,
 12054908, 12061920,
 12055736, 12061748,
 12055692, 12065584,
 12055708, 12066112,
 12055700, 12066264,
 12057240, 12063564,
 12057256, 12063688,
 12057260, 12063144,
 12057284, 12063480,
 12057204, 12064264,
 12057404, 12064192,
 12057724, 12064412,
 12058856, 12066528,
 12059036, 12064476,
 12059100, 12064680,
 12059172, 12064808,
 12059204, 12065324,
 12059196, 12065500,
 12059304, 12065704,
 12061700, 12072592,
 12062016, 12073012,
 12062024, 12073372,
 12062084, 12073332,
 12062208, 12073472,
 12061040, 12073092,
 12061048, 12073040,
 12061016, 12073004,
 12060984, 12073052,
 12061176, 12073876,
 12061344, 12074224,
 12061308, 12074160,
 12061392, 12074188,
 12061592, 12074368,
 12061616, 12074436,
 12058432, 12076300,
 12065016, 12079136,
 12065144, 12079068,
 12065160, 12079376,
 12065224, 12079376,
 12065340, 12079756,
 12065416, 12076168,
 12063636, 12073200,
 12063528, 12077660,
 12063544, 12079660,
 12063708, 12079588,
 12065172, 12080584,
 12065188, 12080612,
 12065220, 12080684,
 12066312, 12081228,
 12066756, 12076232,
 12066864, 12081856,
 12064656, 12077764,
 12064592, 12083228,
 12064772, 12084492,
 12066724, 12086032,
 12066760, 12086196,
 12066984, 12086196,
 12067112, 12086156,
 12067236, 12086324,
 12067280, 12087620,
 12068492, 12087688,
