 17988332, 17960144, 17952436, 17946304, 17944036, 17937588, 17930952, 17961912, 17925724, 17965288, 17945432, 17922936, 17947200, 17967640, 17932716, 17946792, 17910660, 17968584, 17963340, 17994712, 17950836, 17966400, 17964872, 17935132, 17947724, 17940144, 17962036, 17945556, 17939856, 17934788, 17958160, 17951160, 17962492, 17949140, 17916400, 17942320, 17905984, 17936028, 17995688, 17966428, 17956784, 18008480, 17926088, 17968132, 17966188, 17941244, 17952108, 17961684, 17939360, 18001812, 17934640, 17943904, 17919424, 17932036, 17914572, 17926936, 17950412, 17953664, 17925268, 17927112, 17911872, 17976504, 17946448, 17979928, 17949636, 17959096, 17957448, 17934560, 17939400, 17946788, 17941560, 17939836, 17944140, 17937992, 17960532, 17945348, 17948520, 17952120, 17927324, 17948668, 17920624, 17917372, 17975820, 17975680, 17951248, 17936664, 18019904, 17970780, 18052680, 17944680, 17953356, 17936628, 17967820, 17937864, 17967328, 17957640, 17937996, 17972880, 17954644, 17948104, 17930836, 17935716, 17954276, 17891972, 17956144, 17952784, 17935672, 17997088, 17962324, 18007864, 17961500, 17988372, 17958224, 17971908, 17950860, 17932152, 17941020, 17933360, 17932496, 17967880, 17957956, 17940128, 17946864, 17929708, 17960520, 17955048, 17929188, 17928640, 17911720, 17957468, 17941452, 17975532, 17987080, 17951852, 17972500, 17946352, 17959328, 17958592, 17955600, 17940336, 17951148, 17932044, 17928704, 17960812, 17942564, 17948732, 17926788, 17952096, 17930560, 17949512, 17988132, 17972040, 17943696, 17957480, 17977100, 17972272,
 17993440, 17965424, 17959656, 17947580, 17948308, 17942124, 17938412, 17965060, 17935276, 17972712, 17948580, 17926912, 17952800, 17969716, 17945068, 17949992, 17912084, 17969436, 17966096, 17998196, 17953464, 17971232, 17968864, 17943280, 17953164, 17951676, 17963744, 17952672, 17949936, 17937072, 17959672, 17954340, 17967340, 17955644, 17929832, 17953916, 17913140, 17945464, 18004280, 17976272, 17964048, 18018680, 17929036, 17970632, 17971400, 17944808, 17956508, 17964800, 17943676, 18002636, 17945184, 17945140, 17923616, 17938016, 17916820, 17930860, 17954508, 17958172, 17929012, 17930576, 17915456, 17978876, 17949300, 17990060, 17951048, 17962280, 17963236, 17938356, 17946744, 17949596, 17951584, 17942236, 17949404, 17941036, 17966488, 17947440, 17950496, 17959076, 17928600, 17951864, 17925096, 17920500, 17985312, 17978804, 17956560, 17940376, 18025824, 17974588, 18054528, 17948228, 17958528, 17940440, 17969244, 17940116, 17972816, 17960528, 17945428, 17975144, 17958852, 17957728, 17935448, 17941004, 17958120, 17893844, 17958564, 17957612, 17941728, 17998416, 17965460, 18015932, 17965120, 17990588, 17959416, 17977300, 17958980, 17940016, 17948900, 17935064, 17935960, 17972028, 17959524, 17943604, 17951908, 17933488, 17966220, 17956260, 17934908, 17930748, 17915292, 17965144, 17950096, 17979912, 17998768, 17956876, 17975036, 17948484, 17965548, 17964372, 17958192, 17943720, 17955028, 17936312, 17930428, 17967964, 17943916, 17949676, 17929132, 17953908, 17938132, 17957504, 17992380, 17983272, 17947088, 17963464, 17978368, 17975460,
 17992804, 17965848, 17959252, 17949364, 17947540, 17945460, 17940552, 17971336, 17935404, 17974908, 17948904, 17927380, 17954828, 17968760, 17944732, 17950072, 17918524, 17972248, 17966788, 17998460, 17955492, 17973068, 17968776, 17943000, 17953204, 17951784, 17964684, 17957416, 17950200, 17937064, 17963652, 17956828, 17968624, 17955556, 17933972, 17954332, 17913636, 17948100, 18003548, 17978304, 17965064, 18022876, 17931968, 17973100, 17975660, 17945196, 17962024, 17964856, 17943192, 18002712, 17947104, 17947140, 17925576, 17938032, 17917128, 17930464, 17957312, 17960556, 17933076, 17930500, 17921848, 17980380, 17952160, 17989728, 17955628, 17964844, 17962772, 17942392, 17946512, 17951304, 17951140, 17947188, 17950116, 17940880, 17966468, 17947584, 17951868, 17959008, 17929220, 17952396, 17924972, 17922920, 17987440, 17978864, 17957128, 17940736, 18025820, 17977004, 18056380, 17948244, 17958112, 17940528, 17969548, 17946688, 17972924, 17964808, 17947156, 17979260, 17959268, 17957700, 17936084, 17940800, 17959628, 17897956, 17959728, 17957296, 17945560, 17998200, 17965476, 18015900, 17966840, 17993036, 17961596, 17977384, 17958556, 17939936, 17949356, 17939368, 17935396, 17973800, 17963592, 17947480, 17956104, 17935672, 17968380, 17956324, 17935132, 17930812, 17919532, 17964956, 17949040, 17979708, 17998920, 17959144, 17975640, 17952460, 17966304, 17965216, 17958228, 17944192, 17957044, 17938108, 17930088, 17968004, 17943544, 17955360, 17936720, 17958580, 17942232, 17959908, 17994696, 17985904, 17949104, 17963148, 17980184, 17977976,
 17992704, 17968116, 17959260, 17950352, 17952156, 17948364, 17941048, 17972152, 17935392, 17975620, 17949144, 17934076, 17955300, 17969888, 17947424, 17950300, 17919720, 17971688, 17967124, 17998408, 17957244, 17973764, 17970248, 17945648, 17953544, 17952384, 17964568, 17957788, 17950476, 17937248, 17964120, 17956696, 17968480, 17955128, 17934108, 17956724, 17915552, 17948468, 18003980, 17978520, 17964860, 18023620, 17932464, 17973692, 17980128, 17945432, 17962392, 17967888, 17947864, 18002516, 17947504, 17947888, 17925784, 17941148, 17918864, 17930528, 17959440, 17960568, 17933624, 17931000, 17922400, 17980348, 17952336, 17989992, 17955876, 17965164, 17965292, 17942624, 17949748, 17953160, 17953536, 17948648, 17950444, 17941360, 17967876, 17947888, 17952380, 17958736, 17929292, 17956548, 17926912, 17923272, 17987928, 17983460, 17957388, 17943468, 18030220, 17977068, 18056064, 17948124, 17958344, 17941224, 17969508, 17948484, 17972504, 17965956, 17948148, 17979396, 17959052, 17957680, 17936672, 17943632, 17960240, 17898684, 17960328, 17958424, 17945540, 17998588, 17967852, 18018408, 17970920, 17992980, 17963976, 17977276, 17959464, 17939752, 17949988, 17938796, 17939564, 17978256, 17963928, 17947412, 17958528, 17935784, 17968704, 17956840, 17936880, 17933328, 17920352, 17965444, 17948908, 17979768, 18000800, 17961288, 17977556, 17952924, 17968800, 17967892, 17958452, 17945076, 17957160, 17938308, 17930500, 17968344, 17945988, 17956156, 17936856, 17959664, 17945152, 17960132, 17994384, 17986372, 17949084, 17965072, 17980932, 17979304,
 17993012, 17968456, 17959388, 17950728, 17952980, 17949224, 17941292, 17971500, 17939572, 17975596, 17949620, 17934080, 17955648, 17970388, 17947556, 17950508, 17920688, 17971928, 17969144, 17998820, 17956876, 17974120, 17970748, 17946136, 17957344, 17955416, 17964796, 17958076, 17950860, 17942080, 17968432, 17957292, 17968836, 17955604, 17934808, 17959248, 17915792, 17948816, 18004720, 17979132, 17965084, 18025644, 17935040, 17974068, 17984684, 17945420, 17962260, 17968000, 17952176, 18002624, 17951820, 17947984, 17925760, 17941648, 17919088, 17932724, 17961844, 17963200, 17935672, 17935820, 17922832, 17980816, 17952428, 17989124, 17956056, 17964580, 17965528, 17944912, 17949512, 17958000, 17954164, 17951152, 17951076, 17944244, 17968228, 17948136, 17952492, 17958956, 17929148, 17956900, 17926880, 17923340, 17988020, 17985476, 17957972, 17943704, 18030304, 17977332, 18058704, 17948736, 17961124, 17940948, 17969592, 17950792, 17972988, 17966164, 17948256, 17979820, 17958944, 17958368, 17939064, 17946028, 17961116, 17901228, 17960592, 17957944, 17947972, 17999256, 17968436, 18018156, 17971292, 17993584, 17963956, 17979928, 17959812, 17940480, 17950080, 17940032, 17942024, 17978764, 17964756, 17948032, 17958756, 17939988, 17971120, 17957000, 17937476, 17933840, 17920212, 17966100, 17951340, 17979856, 18001100, 17961512, 17977900, 17953712, 17975328, 17967740, 17958336, 17945696, 17960576, 17938536, 17931132, 17970504, 17947504, 17955792, 17937052, 17959776, 17945096, 17960040, 17994248, 17988664, 17949600, 17965048, 17982412, 17981952,
 17993792, 17969288, 17960036, 17951724, 17953492, 17951992, 17941744, 17972100, 17940340, 17976196, 17949612, 17934604, 17956024, 17970612, 17947552, 17950488, 17921188, 17972564, 17969432, 17998684, 17957104, 17974132, 17970708, 17946368, 17957976, 17955164, 17964688, 17957784, 17950692, 17942048, 17969416, 17957708, 17969856, 17956340, 17935436, 17963720, 17916028, 17950980, 18004952, 17981660, 17965080, 18028096, 17935116, 17976224, 17987120, 17950088, 17962384, 17968600, 17952668, 18003492, 17956032, 17948632, 17925688, 17941624, 17919660, 17932972, 17964624, 17962716, 17936648, 17936680, 17922928, 17981456, 17954724, 17993468, 17955440, 17964624, 17968176, 17947572, 17952188, 17959756, 17954256, 17950868, 17951880, 17944968, 17968760, 17948532, 17952996, 17959284, 17933952, 17957016, 17926616, 17923460, 17987656, 17985732, 17958204, 17943860, 18030516, 17977560, 18058488, 17949348, 17961008, 17941304, 17971972, 17951232, 17973184, 17967136, 17948880, 17980256, 17958696, 17958468, 17939320, 17945992, 17960432, 17900852, 17961176, 17958156, 17948560, 17999140, 17970556, 18018996, 17971248, 17993928, 17964080, 17980076, 17960652, 17941080, 17949940, 17940032, 17942344, 17981028, 17964880, 17949032, 17958856, 17940424, 17973516, 17957868, 17937740, 17934044, 17920588, 17966516, 17951248, 17980344, 18001724, 17961852, 17978260, 17954160, 17975676, 17970300, 17958936, 17945940, 17960340, 17938476, 17931100, 17970616, 17948112, 17956284, 17938848, 17960116, 17945084, 17960252, 17995232, 17988028, 17950540, 17965720, 17982632, 17982080,
 17993732, 17968876, 17960256, 17951704, 17952844, 17951592, 17941528, 17972440, 17940036, 17976672, 17949348, 17934560, 17955664, 17970660, 17947408, 17950892, 17920936, 17972016, 17969164, 17998132, 17957072, 17974740, 17970108, 17946232, 17957572, 17955388, 17965280, 17959724, 17951100, 17941508, 17969592, 17957940, 17971628, 17956160, 17935648, 17964364, 17919168, 17950392, 18004192, 17981424, 17965328, 18027912, 17935500, 17976340, 17987288, 17951876, 17962224, 17968116, 17954920, 18005540, 17955868, 17948340, 17927856, 17941880, 17921644, 17934956, 17966736, 17963060, 17936048, 17936200, 17922888, 17981384, 17954816, 17993472, 17955816, 17964076, 17968292, 17947836, 17954220, 17959236, 17954112, 17953140, 17952028, 17945292, 17968808, 17948720, 17952264, 17959440, 17936476, 17956944, 17926748, 17923648, 17987484, 17988024, 17957348, 17943344, 18030632, 17978136, 18057916, 17948748, 17960984, 17941260, 17972088, 17951428, 17973588, 17967096, 17948364, 17979980, 17959044, 17962696, 17938604, 17945976, 17965100, 17901208, 17960992, 17957892, 17948660, 17999700, 17970448, 18018504, 17971704, 17993484, 17964764, 17980036, 17960272, 17941392, 17949828, 17942088, 17941944, 17981020, 17965116, 17948460, 17958976, 17940800, 17973348, 17961796, 17938244, 17933416, 17920052, 17966228, 17951464, 17980568, 18001192, 17961996, 17978172, 17954088, 17975596, 17970144, 17958520, 17947112, 17959920, 17938108, 17930628, 17970448, 17948448, 17955888, 17939272, 17960000, 17947224, 17960732, 17994560, 17988708, 17950516, 17965620, 17981984, 17981504,
 17992992, 17968332, 17960268, 17951932, 17953180, 17951596, 17941516, 17972508, 17940276, 17978336, 17949524, 17934440, 17956056, 17971924, 17947544, 17950620, 17923332, 17972572, 17969028, 17998396, 17957296, 17974580, 17969968, 17948020, 17958432, 17956148, 17965520, 17959984, 17951220, 17941140, 17970080, 17958040, 17970888, 17955676, 17935880, 17965900, 17918936, 17950392, 18004068, 17980788, 17965440, 18028292, 17935876, 17976804, 17986832, 17951888, 17961980, 17967968, 17955292, 18005912, 17956388, 17948148, 17928140, 17941964, 17921672, 17934756, 17967008, 17963392, 17936044, 17936424, 17923336, 17980876, 17954928, 17993664, 17956044, 17964276, 17968296, 17947672, 17956320, 17960144, 17956056, 17953016, 17951528, 17945140, 17969472, 17948892, 17952332, 17959676, 17938740, 17956860, 17927348, 17925704, 17987512, 17988192, 17958048, 17943356, 18030620, 17977600, 18057944, 17948212, 17961492, 17940928, 17976348, 17952052, 17973332, 17966600, 17948208, 17980168, 17959400, 17962800, 17938548, 17946244, 17964472, 17901196, 17960928, 17959212, 17948576, 17998800, 17969884, 18019024, 17971708, 17995676, 17964060, 17980320, 17960248, 17941144, 17949444, 17941776, 17942200, 17980432, 17964616, 17949168, 17959060, 17940676, 17973312, 17961332, 17937992, 17933672, 17920404, 17966228, 17951584, 17982128, 18001460, 17962020, 17979896, 17954700, 17975480, 17972152, 17958388, 17947200, 17962004, 17938104, 17930764, 17973076, 17948804, 17956268, 17942092, 17959628, 17946504, 17964308, 17994720, 17988740, 17950192, 17965760, 17988536, 17981660,
 17993180, 17968748, 17961092, 17951560, 17952808, 17951464, 17943256, 17972732, 17940188, 17978832, 17949588, 17934764, 17956376, 17971908, 17947796, 17951004, 17923448, 17972464, 17969264, 17998624, 17957380, 17974940, 17969844, 17947940, 17960208, 17956256, 17965728, 17960052, 17950940, 17941480, 17969348, 17959140, 17970880, 17956532, 17935848, 17966352, 17918948, 17950760, 18003924, 17981388, 17965672, 18027656, 17935972, 17977700, 17987444, 17952860, 17962632, 17968584, 17955400, 18005912, 17956480, 17948828, 17928860, 17941936, 17921784, 17935020, 17967504, 17962960, 17937812, 17936896, 17923424, 17981016, 17955540, 17994008, 17958596, 17964744, 17968172, 17947812, 17956148, 17962164, 17955664, 17953360, 17953716, 17945104, 17969324, 17950532, 17953872, 17959908, 17938504, 17956956, 17927096, 17926136, 17987508, 17988568, 17958440, 17943348, 18030648, 17977852, 18058560, 17948332, 17962224, 17942672, 17976244, 17951184, 17973804, 17966052, 17948436, 17980360, 17958916, 17962800, 17940804, 17946512, 17965180, 17901060, 17960916, 17959324, 17948624, 17998920, 17969972, 18019172, 17972300, 17996020, 17964224, 17980560, 17960000, 17941624, 17949312, 17942004, 17942548, 17980168, 17964112, 17949416, 17963752, 17940680, 17973516, 17961440, 17940020, 17935444, 17920868, 17966324, 17953592, 17982468, 18001260, 17961708, 17980380, 17955048, 17975460, 17972116, 17958520, 17946764, 17962384, 17938096, 17930632, 17973668, 17948652, 17955740, 17942076, 17959732, 17947480, 17966120, 17994348, 17988608, 17950512, 17967896, 17988400, 17981656,
 17994224, 17969256, 17963008, 17951652, 17953440, 17951232, 17945036, 17972876, 17940664, 17979072, 17952376, 17934500, 17956384, 17972036, 17947644, 17950764, 17925992, 17972708, 17969240, 17998452, 17957396, 17974900, 17970080, 17948900, 17960556, 17958460, 17965320, 17960164, 17951176, 17941940, 17970348, 17958920, 17971256, 17956564, 17937284, 17966756, 17919312, 17951024, 18004152, 17983696, 17965796, 18028268, 17936588, 17977304, 17987688, 17952740, 17962868, 17968184, 17955872, 18005544, 17956464, 17948844, 17928584, 17942060, 17921552, 17937636, 17967388, 17963464, 17938432, 17936992, 17923020, 17985020, 17957700, 17993908, 17960648, 17964872, 17968440, 17948520, 17956484, 17962160, 17955904, 17953456, 17954212, 17944828, 17970172, 17950856, 17954108, 17960040, 17938868, 17959752, 17927708, 17926224, 17987716, 17988528, 17958324, 17944008, 18030660, 17977856, 18059552, 17948696, 17962576, 17943500, 17977060, 17950812, 17974048, 17966476, 17948428, 17980252, 17959388, 17963168, 17940672, 17946340, 17965052, 17901296, 17961292, 17959564, 17948716, 17999328, 17970220, 18019388, 17972524, 17995688, 17964700, 17980568, 17960152, 17942492, 17949792, 17941932, 17942620, 17980260, 17964608, 17949628, 17963736, 17940648, 17973636, 17963972, 17940272, 17936040, 17921476, 17966192, 17953736, 17982956, 18001380, 17961920, 17981020, 17955024, 17975696, 17972104, 17958096, 17948352, 17961864, 17938320, 17930612, 17973852, 17952860, 17955776, 17942584, 17959964, 17947716, 17966640, 17994472, 17988976, 17953488, 17967772, 17990548, 17981396,
 17994288, 17968732, 17962964, 17951900, 17953328, 17951584, 17945560, 17973020, 17940780, 17978544, 17952500, 17935000, 17958420, 17974204, 17948000, 17950760, 17926080, 17972460, 17969492, 17998708, 17957604, 17976968, 17970052, 17948412, 17960776, 17960476, 17965188, 17959760, 17950920, 17946256, 17969936, 17959648, 17970752, 17958236, 17937016, 17966688, 17919224, 17950872, 18004184, 17983536, 17966512, 18028392, 17937200, 17977432, 17987776, 17952596, 17962656, 17969060, 17955212, 18006444, 17956568, 17949192, 17928576, 17942316, 17921784, 17937764, 17969536, 17963532, 17940432, 17936860, 17925560, 17985392, 17957804, 17998304, 17961104, 17964676, 17968568, 17947928, 17956836, 17962260, 17956512, 17953672, 17953932, 17944684, 17969780, 17950972, 17954156, 17959912, 17938944, 17959448, 17927324, 17925856, 17987544, 17988544, 17958440, 17943900, 18030556, 17977988, 18059268, 17948552, 17962336, 17943952, 17977252, 17953144, 17974256, 17966696, 17948652, 17982560, 17960000, 17963540, 17942952, 17946808, 17965284, 17901052, 17961512, 17959192, 17948604, 18001480, 17972248, 18019640, 17972640, 17995852, 17964548, 17980788, 17960244, 17942372, 17950272, 17944452, 17944924, 17980496, 17965440, 17949096, 17964360, 17940636, 17973480, 17963704, 17940612, 17936296, 17921584, 17966048, 17953744, 17982964, 18001380, 17961692, 17981396, 17954904, 17975684, 17972336, 17958632, 17948316, 17962400, 17937820, 17931076, 17973252, 17952720, 17958444, 17944240, 17960236, 17950904, 17966664, 17994716, 17988816, 17953068, 17967884, 17991060, 17981540,
 17993932, 17969176, 17963256, 17952244, 17953584, 17951724, 17945952, 17973516, 17940868, 17978796, 17952612, 17934864, 17959512, 17974308, 17948096, 17951372, 17925964, 17972332, 17969340, 17998824, 17958096, 17979232, 17969880, 17948256, 17960744, 17960096, 17965172, 17960636, 17951436, 17946492, 17969568, 17959252, 17971244, 17958460, 17936984, 17966928, 17919444, 17951672, 18003776, 17983192, 17966540, 18027844, 17937572, 17977804, 17987512, 17952808, 17962348, 17969164, 17955572, 18006648, 17956792, 17951396, 17928548, 17941904, 17922524, 17937892, 17969784, 17963152, 17940312, 17936968, 17925644, 17985128, 17958052, 17998108, 17961740, 17964540, 17968568, 17948600, 17956684, 17962328, 17957096, 17953744, 17954884, 17944684, 17969408, 17950820, 17954456, 17960256, 17938688, 17959984, 17927560, 17925952, 17987652, 17988628, 17958540, 17943736, 18030400, 17979416, 18059148, 17948416, 17962184, 17943724, 17977092, 17953448, 17974260, 17970896, 17948784, 17983004, 17960108, 17963648, 17943060, 17948588, 17964780, 17901024, 17961736, 17959156, 17948936, 18001804, 17972464, 18019084, 17972624, 17995552, 17964656, 17980772, 17960868, 17942488, 17950376, 17944612, 17945360, 17980352, 17965336, 17949148, 17964216, 17941396, 17973704, 17963720, 17940256, 17935536, 17921808, 17967004, 17954464, 17983044, 18001528, 17962408, 17982036, 17955916, 17975828, 17972928, 17959488, 17948220, 17963368, 17938560, 17930812, 17973980, 17952588, 17958448, 17944228, 17960824, 17951896, 17967260, 17994696, 17989188, 17953288, 17968188, 17990792, 17981688,
 17993744, 17968680, 17962900, 17952112, 17954096, 17953592, 17945228, 17973160, 17940972, 17978148, 17952188, 17934192, 17959508, 17974288, 17947824, 17951224, 17925796, 17973308, 17969184, 17998688, 17958052, 17978944, 17969996, 17948348, 17960856, 17959848, 17965040, 17960376, 17952048, 17946316, 17969520, 17958876, 17971104, 17958452, 17936976, 17966316, 17919172, 17951616, 18005544, 17982916, 17966352, 18028028, 17937496, 17977272, 17987512, 17952888, 17962296, 17971228, 17957448, 18006484, 17956740, 17951360, 17928552, 17941872, 17922764, 17938480, 17970028, 17963724, 17940912, 17936676, 17925092, 17985236, 17957520, 17998576, 17961840, 17964628, 17968304, 17948744, 17956720, 17962076, 17957140, 17954080, 17954240, 17944612, 17969648, 17951276, 17954332, 17960104, 17940668, 17960004, 17927780, 17925908, 17987704, 17988836, 17957956, 17943328, 18029996, 17979220, 18058976, 17948772, 17962128, 17943660, 17976808, 17953780, 17974476, 17970836, 17948912, 17982528, 17959708, 17963348, 17943312, 17948680, 17965364, 17901492, 17961116, 17962048, 17948820, 18000872, 17972412, 18019064, 17972988, 17995524, 17964912, 17980636, 17960888, 17942356, 17950368, 17944456, 17945140, 17980344, 17965144, 17949216, 17966400, 17941016, 17973864, 17963932, 17940292, 17938076, 17921708, 17966888, 17953580, 17982656, 18001164, 17962284, 17983368, 17972048, 17975940, 17973088, 17959340, 17947996, 17963136, 17938040, 17932708, 17973604, 17952564, 17958172, 17944200, 17959880, 17951396, 17967268, 17994816, 17988812, 17952992, 17967292, 17990776, 17981692,
 17993752, 17969044, 17962644, 17952212, 17953724, 17953316, 17945556, 17972876, 17940504, 17978232, 17952032, 17934072, 17959128, 17974048, 17948100, 17950836, 17925920, 17973076, 17969064, 17998788, 17957444, 17978836, 17970576, 17948344, 17960816, 17959856, 17967428, 17960512, 17951804, 17946360, 17969264, 17959204, 17970824, 17957968, 17937008, 17966164, 17918800, 17951244, 18005640, 17983304, 17965860, 18028292, 17936976, 17977400, 17987512, 17952892, 17962276, 17971308, 17957888, 18006428, 17956608, 17951576, 17928420, 17941812, 17923128, 17938600, 17970064, 17963592, 17940768, 17936688, 17925700, 17987284, 17957444, 17998708, 17961556, 17964356, 17968436, 17948256, 17957000, 17962104, 17957392, 17953824, 17954232, 17944696, 17969844, 17950896, 17954788, 17959952, 17942736, 17960016, 17927544, 17925760, 17987452, 17988808, 17957760, 17943384, 18029848, 17979332, 18059100, 17951188, 17962256, 17943500, 17976912, 17954128, 17974076, 17970488, 17948632, 17982780, 17959500, 17962932, 17943280, 17948536, 17965196, 17901884, 17961328, 17961768, 17948408, 18001324, 17972124, 18018948, 17972956, 17995636, 17964772, 17980640, 17960228, 17942204, 17952136, 17944192, 17945120, 17980312, 17965172, 17949088, 17966156, 17941216, 17974068, 17964292, 17940632, 17937676, 17921564, 17966560, 17953716, 17982596, 18001116, 17962504, 17982684, 17971996, 17975568, 17972840, 17958952, 17947672, 17963132, 17938012, 17932576, 17973704, 17952176, 17958112, 17944196, 17960104, 17951876, 17967004, 17994808, 17990724, 17952836, 17967400, 17990512, 17981904,
