 17916940, 18037064, 17958592, 17860152, 17954252, 17961600, 17810884, 17874428, 17854212, 17967256, 17956664, 18126432, 17830056, 17965220, 17904260, 18018868, 17853272, 17957224, 17893548, 17897904, 18061268, 17908952, 17922580, 17953800, 17940520, 17867836, 18002204, 17971584, 17907740, 18113100, 17844388, 18006656, 17931044, 17984756, 17807712, 17780528, 17843268, 18018300, 17856548, 17956520, 17858576, 17820148, 17900956, 17765656, 17874860, 17925428, 18107092, 17780812, 17825840, 17856892, 17850704, 17922240, 17797388, 17813432, 17897852, 18031040, 17888388, 17886584, 17861028, 17939052, 17864868, 18081904, 17980824, 17937508,
 18018712, 18131348, 18054096, 17947072, 18042576, 18037904, 17889044, 17956424, 17930988, 18029256, 18042608, 18208048, 17908032, 18051332, 17979712, 18086212, 17903740, 18078188, 17975496, 17988176, 18153052, 17990532, 17998120, 18013868, 18003436, 17955880, 18083552, 18073016, 17999156, 18220468, 17917012, 18065792, 17984164, 18035476, 17852212, 17846124, 17908816, 18090272, 17907904, 18020580, 17902344, 17879088, 17939088, 17814004, 17967904, 18018140, 18149824, 17845240, 17881724, 17971372, 17939616, 18036768, 17914292, 17906900, 18017804, 18129012, 17959932, 17971280, 17978600, 18045200, 17949644, 18194584, 18047976, 18040956,
 18067296, 18171948, 18108752, 17977840, 18082448, 18098732, 17934804, 18025936, 17997816, 18088816, 18097416, 18230180, 17953460, 18081768, 18038036, 18144432, 17943144, 18129280, 18017660, 18073316, 18216240, 18062292, 18034080, 18082164, 18043812, 17998236, 18131904, 18107740, 18059072, 18241056, 17979084, 18106812, 18058840, 18067132, 17897896, 17905984, 17963252, 18171064, 17949268, 18083412, 17927592, 17913080, 17998420, 17875180, 18003112, 18029132, 18204332, 17885020, 17928372, 18022264, 17953224, 18115416, 17951708, 17931516, 18065664, 18129000, 17994448, 18020568, 17962160, 18091576, 17988044, 18227364, 18114236, 18122848,
 18105244, 18229944, 18162252, 18012356, 18092392, 18117240, 17962052, 18043792, 18009472, 18102524, 18099308, 18284488, 17980248, 18092576, 18049480, 18177800, 18015740, 18160636, 18063968, 18048688, 18244248, 18074204, 18053288, 18116588, 18062408, 18014956, 18168448, 18104288, 18072576, 18269348, 17989644, 18105240, 18072716, 18069204, 17930196, 17908652, 17953540, 18165092, 17976108, 18113116, 17944200, 17962200, 18028560, 17863684, 18025980, 18031536, 18209308, 17904420, 17922880, 18019996, 17976208, 18125280, 17938036, 17937712, 18053748, 18155604, 18001176, 18047512, 17986664, 18131412, 17995224, 18243360, 18146152, 18137508,
 18111924, 18222404, 18160692, 18009776, 18089316, 18129708, 17977012, 18060832, 18028112, 18117060, 18111804, 18273408, 17991416, 18092224, 18090020, 18189676, 17996912, 18174556, 18068492, 18060708, 18243544, 18082420, 18070064, 18128000, 18104848, 18001716, 18140512, 18132248, 18085596, 18270056, 18001340, 18099528, 18078044, 18106596, 17932356, 17897776, 17967392, 18158012, 17975676, 18117480, 17956620, 17972300, 18056320, 17878460, 18023920, 18038340, 18214148, 17918236, 17932184, 18003716, 17995284, 18107208, 17939268, 17973000, 18044948, 18162308, 18004820, 18048544, 18046864, 18139228, 17995884, 18253052, 18118260, 18113704,
 18110456, 18224900, 18157424, 18012172, 18090140, 18132348, 17979320, 18047600, 18036704, 18077308, 18120684, 18293836, 18004292, 18100432, 18092476, 18195752, 18000388, 18172804, 18055104, 18062688, 18244412, 18080116, 18066004, 18096268, 18105432, 18023252, 18155956, 18109104, 18080132, 18258620, 17995384, 18101572, 18128264, 18094320, 17930200, 17899060, 17960672, 18170284, 17978476, 18118268, 17940560, 17969352, 18070040, 17869512, 18015348, 18029848, 18246672, 17922400, 17943924, 18045248, 17998324, 18125340, 17930136, 17967900, 18096440, 18156448, 18007856, 18037804, 18012360, 18157980, 17989244, 18260152, 18116116, 18122180,
 18106428, 18234380, 18162308, 18009244, 18092716, 18129272, 17981648, 18063116, 18036032, 18095724, 18108860, 18290780, 17992840, 18094104, 18096328, 18187668, 17996460, 18180556, 18068140, 18068284, 18238936, 18077900, 18056192, 18104004, 18100212, 18012736, 18146848, 18104072, 18085524, 18272720, 17994028, 18117196, 18086908, 18092580, 17926028, 17922908, 17968384, 18179536, 17974108, 18136628, 17959372, 17964340, 18065592, 17882936, 18023220, 18046696, 18225996, 17927204, 17926280, 18015580, 17995660, 18125544, 17929460, 17958300, 18061040, 18157272, 18008704, 18049600, 17978308, 18154324, 17990032, 18260536, 18110652, 18126472,
 18114164, 18232704, 18156848, 18014524, 18091112, 18131544, 17978188, 18056552, 18028656, 18095328, 18119276, 18293592, 17988544, 18094308, 18073072, 18186708, 18009756, 18172112, 18061628, 18066908, 18237240, 18092044, 18064740, 18123116, 18090088, 18017732, 18170788, 18109868, 18079316, 18272028, 18003000, 18113580, 18089948, 18097280, 17932640, 17915676, 17973588, 18207240, 17975652, 18138676, 17951684, 17974576, 18056080, 17893804, 18039772, 18039496, 18244108, 17928612, 17938372, 18027788, 17999792, 18135804, 17936764, 17954624, 18070612, 18168136, 18010964, 18047716, 18013260, 18142524, 17996240, 18254736, 18134756, 18134452,
 18132740, 18234668, 18165304, 18015292, 18093992, 18145384, 17989164, 18060812, 18033808, 18105596, 18118748, 18296796, 17993604, 18103232, 18095740, 18196760, 17994480, 18191404, 18070024, 18087284, 18233084, 18076760, 18070048, 18131688, 18115012, 18033792, 18184208, 18116492, 18106456, 18279352, 18004664, 18115404, 18086492, 18092660, 17926152, 17913036, 17960964, 18173032, 17978784, 18132872, 17945512, 17967440, 18033140, 17905860, 18046000, 18048360, 18250196, 17919576, 17940308, 18014524, 18000288, 18148544, 17950280, 17950176, 18077740, 18165572, 18012588, 18063708, 18013020, 18166920, 17992228, 18258044, 18150940, 18142536,
 18130840, 18252584, 18159668, 18018996, 18094976, 18143284, 17981120, 18071228, 18031028, 18117088, 18108564, 18292360, 18014156, 18101968, 18089196, 18166440, 18006412, 18180384, 18058844, 18067420, 18234456, 18081444, 18070004, 18126424, 18097948, 18055032, 18171700, 18118800, 18106540, 18319364, 18010740, 18126012, 18088940, 18108920, 17910904, 17921128, 17962280, 18192364, 17971008, 18132476, 17954568, 17928440, 18055760, 17895752, 18033184, 18049292, 18252140, 17937508, 17941248, 18040688, 18004064, 18151836, 17931080, 17952108, 18078192, 18183236, 18016212, 18060864, 18007292, 18156828, 17999972, 18265332, 18138728, 18122688,
 18127484, 18255228, 18166044, 18015672, 18095704, 18144532, 17986844, 18077536, 18030708, 18097560, 18134992, 18282748, 18005892, 18101176, 18104408, 18192916, 17991920, 18188168, 18059592, 18072008, 18265412, 18078376, 18058948, 18135468, 18110320, 18010456, 18165220, 18127688, 18100184, 18302032, 18005640, 18123620, 18102080, 18096676, 17939224, 17903064, 17950104, 18187812, 17981128, 18142080, 17954564, 17940524, 18049524, 17900752, 18031100, 18053816, 18279664, 17931428, 17949276, 18036360, 17998764, 18093408, 17931140, 17960276, 18083676, 18174652, 18025212, 18060508, 18030628, 18160556, 18005948, 18264472, 18160748, 18156824,
 18127284, 18255172, 18144988, 18019048, 18104328, 18149052, 17981744, 18072024, 18035500, 18106632, 18130696, 18290884, 17998196, 18099360, 18108196, 18195048, 18003472, 18190580, 18064116, 18085936, 18260612, 18075916, 18052416, 18127824, 18093900, 18024008, 18165916, 18102224, 18097712, 18290096, 18002352, 18116948, 18113980, 18092924, 17939476, 17900660, 17957492, 18171360, 17981808, 18127392, 17955812, 17951536, 18067560, 17889936, 18039688, 18052388, 18279008, 17947380, 17953064, 18041740, 18012984, 18069264, 17930608, 17963244, 18059656, 18170128, 18016428, 18053092, 18029164, 18168644, 18013036, 18261840, 18172008, 18146044,
 18133656, 18277044, 18159468, 18021508, 18098540, 18153964, 17977084, 18055912, 18044792, 18107544, 18120552, 18302680, 18005956, 18096564, 18084696, 18201036, 17995616, 18182380, 18064224, 18067816, 18243384, 18080236, 18055708, 18124320, 18097156, 18020468, 18150972, 18115596, 18087992, 18296328, 18006308, 18125664, 18096096, 18112776, 17932428, 17905372, 17950232, 18170908, 17976868, 18141060, 17952948, 17937984, 18074572, 17888664, 18036980, 18063468, 18269996, 17944648, 17947100, 18045764, 18012284, 18071424, 17963032, 17952208, 18056468, 18181660, 18022096, 18051516, 18024880, 18162956, 18005532, 18267460, 18169440, 18127692,
 18131960, 18268148, 18150788, 18022408, 18090848, 18147264, 17976848, 18051216, 18035400, 18106304, 18111532, 18288756, 18012156, 18105560, 18091408, 18213692, 18023936, 18183196, 18071980, 18067096, 18249672, 18080836, 18060596, 18122144, 18087568, 18026028, 18156452, 18109396, 18105548, 18283848, 17998536, 18125500, 18077392, 18105056, 17954920, 17939476, 17960512, 18183088, 17983248, 18139960, 17961236, 17957576, 18046220, 17902856, 18017212, 18065692, 18244464, 17949356, 17952164, 18043148, 18007676, 18052340, 17986452, 17942908, 18066908, 18181936, 18024260, 18065196, 18004856, 18172532, 18005524, 18273176, 18191260, 18134116,
 18136828, 18266604, 18161996, 18023884, 18086656, 18139064, 17979256, 18072604, 18092796, 18131376, 18138032, 18327692, 18004868, 18100952, 18097368, 18204036, 18031880, 18188568, 18062616, 18061284, 18244276, 18085036, 18060176, 18112612, 18097844, 18088160, 18163952, 18135460, 18107624, 18287484, 18009376, 18126884, 18088632, 18110704, 17960660, 17944828, 17969524, 18188892, 17985540, 18141768, 17954392, 17953684, 18059920, 17882848, 18038400, 18061908, 18278308, 17931188, 17960684, 18007860, 17996276, 18136112, 17931196, 17970768, 18047160, 18172040, 18021228, 18069892, 17991340, 18162044, 17981376, 18284272, 18170972, 18118764,
 18136280, 18265948, 18166156, 18021180, 18119580, 18147776, 17978108, 18058656, 18094756, 18109644, 18145628, 18338404, 17998624, 18103932, 18107904, 18199196, 18036512, 18198336, 18073500, 18076292, 18245696, 18083032, 18080288, 18123644, 18108884, 18065992, 18156940, 18135388, 18091684, 18267956, 18013140, 18116676, 18111016, 18120552, 17939708, 17922836, 17939048, 18175808, 17984760, 18130420, 17977088, 17941736, 18070308, 17895544, 18038936, 18056800, 18267400, 17925552, 17957972, 18029532, 18016184, 18137764, 17954808, 17967104, 18078528, 18188772, 18032328, 18065052, 17994216, 18164316, 17981204, 18269644, 18179308, 18142180,
