%  ./failed/pipe-7-04096   ./failed/pipe-7-04096/extracted_timings-e739821.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  119.172489785714 ,  117.59168 ,  121.511814 ,  1.37871501823826 
% PVSPY_VIZ_TIMINGS ,  12.5802574285714 ,  3.6e-05 ,  14.895898 ,  3.66208891350933 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,120.547709,14.895898
20,121.511814,12.902441
30,120.326443,13.352967
40,120.64549,14.472134
50,118.99673,13.46852
60,119.760563,13.421056
70,117.851418,13.767925
80,117.644682,13.243241
90,120.751519,13.064382
100,118.47598,13.290911
110,117.59168,13.426911
120,117.782495,13.771111
130,117.857744,13.046071
140,118.67059,3.6e-05
