%  ./pipe-7-04096   ./pipe-7-04096/extracted_timings-e670551.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  121.37486426 ,  117.0927 ,  133.66467 ,  4.8749378249191 
% PVSPY_VIZ_TIMINGS ,  16.99911284 ,  16.413467 ,  19.378645 ,  0.61831489602597 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,118.3043,17.85242
20,118.960354,16.774025
30,119.888108,16.518989
40,118.540182,17.749825
50,119.182157,17.07468
60,119.706767,16.675699
70,118.09414,16.545203
80,117.847739,16.76445
90,118.991562,16.594927
100,120.006362,16.781491
110,118.124811,16.489694
120,118.202467,16.77671
130,119.098082,16.635246
140,120.053769,17.2564
150,118.403684,16.80734
160,117.0927,16.809529
170,122.171409,16.599321
180,119.657808,16.573344
190,117.899748,16.742595
200,118.631261,16.631912
210,118.245323,16.798597
220,119.285314,16.601136
230,121.664916,16.979408
240,118.115616,16.647168
250,117.66316,16.584402
260,117.526554,16.794441
270,117.413741,16.949022
280,118.592226,16.413467
290,118.803632,17.090053
300,118.088143,16.647992
310,117.568307,16.754616
320,117.99151,16.742776
330,120.237501,16.881464
340,118.621938,16.775754
350,119.460529,16.966954
360,119.884527,16.780676
370,120.244477,16.772558
380,121.864677,16.661432
390,121.001834,16.974476
400,121.895981,16.751624
410,129.411012,17.137554
420,128.360412,16.43357
430,127.928468,16.481979
440,128.080552,17.997807
450,133.013884,17.484765
460,133.66467,17.968799
470,131.108791,17.753563
480,130.020409,19.378645
490,132.066755,18.261898
500,132.060944,18.835246
