%  ./pipe-7-04096   ./pipe-7-04096/extracted_timings-e664850.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  122.51530876 ,  117.032453 ,  150.753872 ,  7.30758570275324 
% PVSPY_VIZ_TIMINGS ,  12.9567078 ,  12.317805 ,  14.188735 ,  0.444173866407638 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,119.805017,13.763929
20,122.311221,12.763659
30,119.330505,12.531247
40,118.556775,13.813224
50,118.950581,13.099544
60,150.753872,12.891566
70,117.472015,12.721989
80,118.289668,12.759032
90,118.887664,12.894357
100,117.908804,12.759105
110,117.954656,13.40927
120,118.069709,12.616341
130,118.583057,12.678145
140,118.597211,12.317805
150,118.022295,12.599207
160,117.681811,12.689027
170,122.295844,12.510181
180,120.28213,12.75193
190,117.659702,12.635165
200,117.093222,13.284437
210,117.615381,12.59774
220,139.910652,12.786977
230,119.939751,13.443959
240,117.135692,12.375293
250,117.142641,12.479501
260,117.032453,12.765022
270,117.931599,13.416599
280,118.174103,12.831261
290,118.303372,12.745618
300,119.202453,13.463819
310,117.636896,12.604479
320,120.078884,12.807032
330,119.042789,12.653755
340,119.873418,12.591502
350,118.710537,12.677317
360,119.780955,12.497043
370,120.479703,12.832487
380,143.283148,12.840335
390,120.210463,12.666236
400,122.441934,12.903972
410,125.647717,13.049588
420,126.923423,12.600201
430,126.264565,13.311354
440,127.723556,13.6446
450,132.49597,13.175818
460,132.219341,13.54852
470,131.07307,13.419453
480,129.681834,14.188735
490,130.243999,13.967298
500,131.05938,13.460716
