%  amr-file-hpctoolkit/pipe-7-16384   amr-file-hpctoolkit/pipe-7-16384/extracted_timings-e719259.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  45.20074402 ,  37.537765 ,  61.057873 ,  6.45629300270881 
% PVSPY_VIZ_TIMINGS ,  4.82e-05 ,  4.4e-05 ,  5.5e-05 ,  2.61080955464244e-06 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,40.202466,5.3e-05
20,37.8465,4.7e-05
30,39.566612,4.6e-05
40,39.133329,5.1e-05
50,38.192289,5.3e-05
60,39.053129,4.9e-05
70,37.98957,4.7e-05
80,39.004473,4.8e-05
90,38.056283,4.8e-05
100,43.945823,4.7e-05
110,44.070378,4.9e-05
120,43.008823,4.6e-05
130,44.138538,4.7e-05
140,42.783874,4.7e-05
150,39.801568,4.9e-05
160,44.223947,4.7e-05
170,45.780055,4.9e-05
180,45.225265,4.5e-05
190,42.668819,4.4e-05
200,37.537765,4.9e-05
210,43.1431,4.8e-05
220,43.535911,5.1e-05
230,45.429185,4.6e-05
240,43.641967,5.2e-05
250,39.760696,5.1e-05
260,40.695457,5.1e-05
270,44.70001,4.5e-05
280,43.742879,4.6e-05
290,43.625594,4.9e-05
300,43.126146,4.6e-05
310,38.218023,4.4e-05
320,43.139229,4.5e-05
330,42.81409,4.8e-05
340,44.165362,4.8e-05
350,44.538977,5e-05
360,38.895537,4.9e-05
370,44.104198,5.2e-05
380,48.891499,5.3e-05
390,48.751696,4.8e-05
400,49.600829,4.5e-05
410,61.057873,4.8e-05
420,52.201621,5.5e-05
430,52.121952,4.7e-05
440,55.544488,4.9e-05
450,57.879495,4.9e-05
460,52.31511,4.4e-05
470,58.729851,4.5e-05
480,57.758124,5.1e-05
490,60.495133,4.7e-05
500,55.183663,4.7e-05
