 18249180, 18440244, 18267800, 18263408, 18252812, 18263916, 18259712, 18241168,
 18254752, 18443212, 18274732, 18268608, 18255128, 18269228, 18253776, 18254044,
 18256596, 18455952, 18273200, 18267860, 18257704, 18266720, 18250036, 18253756,
 18256420, 18455860, 18273456, 18266764, 18256048, 18269704, 18257580, 18256492,
 18258824, 18455216, 18275968, 18270836, 18262292, 18273948, 18254216, 18254620,
 18262220, 18448996, 18277160, 18267396, 18254872, 18273960, 18255560, 18261856,
 18260600, 18457980, 18277668, 18268360, 18261068, 18272824, 18253424, 18264636,
 18261396, 18473816, 18277808, 18269384, 18263228, 18268704, 18258568, 18263744,
 18272940, 18464836, 18280972, 18271656, 18261904, 18276224, 18259804, 18260640,
 18279832, 18471628, 18292596, 18270492, 18257916, 18271628, 18254544, 18262112,
 18280508, 18473368, 18298504, 18270592, 18263304, 18272060, 18263788, 18263588,
 18281704, 18483448, 18307636, 18269172, 18256288, 18276312, 18261272, 18260540,
 18289640, 18487996, 18311176, 18269384, 18258340, 18277992, 18265072, 18266052,
 18284748, 18487428, 18318392, 18271096, 18264904, 18280676, 18258192, 18259560,
 18297436, 18485820, 18321288, 18275068, 18274292, 18278056, 18257564, 18259592,
 18300388, 18518800, 18305084, 18267008, 18282792, 18289932, 18272488, 18265924,
 18292592, 18530060, 18310668, 18279080, 18288112, 18295220, 18282260, 18267652,
 18297428, 18532740, 18312560, 18282936, 18284632, 18291472, 18285700, 18266096,
 18296936, 18545008, 18309328, 18280012, 18276132, 18296692, 18288460, 18267052,
 18302024, 18539032, 18315836, 18283136, 18277820, 18295212, 18304576, 18269932,
 18300716, 18544572, 18310376, 18285316, 18279000, 18298792, 18291416, 18271296,
 18299704, 18540928, 18316920, 18285632, 18280876, 18295336, 18293724, 18266792,
 18298424, 18547524, 18313484, 18289124, 18281172, 18298604, 18294984, 18267816,
 18310288, 18556044, 18310716, 18287052, 18283128, 18301540, 18298876, 18268988,
 18309788, 18555184, 18313068, 18289668, 18282368, 18299576, 18294664, 18273952,
 18315728, 18555324, 18320864, 18295916, 18283856, 18302060, 18301924, 18282376,
 18313720, 18555520, 18329708, 18295888, 18286532, 18304736, 18296204, 18284404,
 18319284, 18557096, 18328884, 18295208, 18284508, 18300720, 18300348, 18275036,
 18317192, 18561244, 18322964, 18292304, 18289076, 18306316, 18302984, 18276808,
 18321652, 18556612, 18322460, 18294668, 18286784, 18311320, 18302396, 18275784,
 18320904, 18561268, 18321144, 18292716, 18283656, 18304852, 18303088, 18280628,
 18335108, 18557500, 18324560, 18289144, 18297228, 18308392, 18300480, 18283416,
 18353496, 18574968, 18335612, 18312120, 18306732, 18324724, 18327140, 18312412,
 18372444, 18584944, 18345356, 18314940, 18310172, 18343708, 18328336, 18311408,
 18370832, 18599188, 18355528, 18319532, 18315216, 18335496, 18343096, 18315008,
 18390820, 18604124, 18346960, 18327064, 18309260, 18335896, 18340948, 18318416,
 18385000, 18610072, 18348956, 18324756, 18312864, 18340744, 18340648, 18332592,
 18389360, 18608184, 18348492, 18333004, 18315960, 18343732, 18344916, 18344740,
 18399464, 18615656, 18349228, 18332848, 18313716, 18337564, 18352304, 18344300,
 18402664, 18627404, 18356260, 18333712, 18314608, 18345260, 18353428, 18353076,
 18411612, 18635148, 18362756, 18337696, 18316820, 18351608, 18355676, 18353512,
 18415064, 18642212, 18360248, 18339292, 18318048, 18358200, 18360648, 18359600,
