 14004140, 14006804, 13997324, 14003552, 14005740, 13996468, 14001456, 14007012, 14003728, 14003112, 14003028, 14007072, 14003572, 14007140, 14001192, 13997876,
 14004924, 14007252, 14000168, 14004316, 14008152, 13997460, 14002496, 14007964, 14009316, 14005124, 14004692, 14008036, 14004448, 14008164, 14002220, 13998500,
 14005828, 14007560, 14000336, 14004612, 14008516, 13997736, 14004520, 14008652, 14009752, 14005472, 14004792, 14010344, 14005060, 14008032, 14004640, 14001008,
 14006088, 14007940, 14000480, 14004840, 14007964, 13998340, 14004624, 14009044, 14010236, 14006348, 14005108, 14010812, 14005952, 14008164, 14004948, 14001272,
 14006228, 14008032, 14000088, 14006636, 14010264, 13998500, 14005120, 14008812, 14010212, 14006144, 14004620, 14011016, 14005716, 14008444, 14004864, 14001056,
 14006532, 14008780, 14002976, 14007604, 14010864, 14001108, 14005704, 14009456, 14010520, 14008304, 14005408, 14010460, 14006668, 14008304, 14004920, 14001116,
 14007472, 14009540, 14003532, 14008032, 14010432, 14001568, 14006164, 14009616, 14011656, 14009072, 14005436, 14011368, 14006488, 14008724, 14005460, 14001280,
 14007444, 14009392, 14002984, 14007556, 14010336, 14001552, 14006336, 14009880, 14011560, 14008872, 14005560, 14011360, 14007260, 14009152, 14005560, 14001508,
 14009568, 14009580, 14003248, 14007712, 14010688, 14001424, 14006336, 14009756, 14011412, 14008852, 14005496, 14011108, 14007564, 14009492, 14005412, 14001264,
 14009516, 14009416, 14003108, 14007788, 14010620, 14001824, 14005960, 14009804, 14011460, 14011328, 14005444, 14010676, 14007628, 14009180, 14005428, 14001128,
 14009700, 14009416, 14003484, 14007648, 14010512, 14001828, 14006448, 14012196, 14011424, 14011144, 14005868, 14010296, 14007284, 14009104, 14005956, 14001504,
 14010184, 14009508, 14003992, 14007748, 14010100, 14001936, 14007128, 14012656, 14012076, 14010940, 14006116, 14010736, 14007680, 14008940, 14005456, 14001876,
 14010668, 14009756, 14004288, 14007924, 14010808, 14002168, 14006612, 14012664, 14012316, 14011172, 14006180, 14010516, 14008012, 14009264, 14007360, 14001784,
 14010344, 14009504, 14004004, 14008020, 14011484, 14002312, 14007180, 14012760, 14012736, 14011416, 14006064, 14010832, 14008208, 14008996, 14007368, 14002080,
 14010224, 14010244, 14004008, 14008520, 14011556, 14002796, 14007456, 14013112, 14013088, 14014048, 14007112, 14010796, 14008420, 14009216, 14007384, 14002096,
 14009948, 14009964, 14003936, 14008340, 14011336, 14002332, 14006912, 14012876, 14012748, 14013344, 14006536, 14010556, 14008236, 14009396, 14007264, 14002252,
 14010472, 14010120, 14004348, 14009000, 14011128, 14002348, 14007004, 14013148, 14012780, 14014012, 14006748, 14010584, 14008416, 14009436, 14007948, 14002116,
 14010384, 14010484, 14006776, 14009132, 14011460, 14002592, 14007112, 14013476, 14012788, 14015780, 14007064, 14010956, 14008004, 14009760, 14007724, 14002052,
 14010536, 14010780, 14006836, 14008924, 14011372, 14002464, 14007316, 14013504, 14013392, 14016036, 14006712, 14010972, 14007636, 14009572, 14007560, 14002044,
 14011020, 14010616, 14005840, 14008976, 14011104, 14002592, 14007288, 14013632, 14013400, 14018004, 14006044, 14010300, 14007432, 14009528, 14007468, 14002220,
 14011308, 14010564, 14006220, 14008804, 14011356, 14003504, 14007832, 14016360, 14013504, 14017756, 14005912, 14010788, 14007508, 14009756, 14007704, 14002224,
 14010624, 14010484, 14006180, 14008624, 14011588, 14002796, 14007124, 14017928, 14013488, 14017432, 14005696, 14010628, 14007536, 14009820, 14007448, 14001984,
 14019452, 14029660, 14025256, 14013864, 14026660, 14007532, 14024664, 14030684, 14024252, 14057260, 14046960, 14019560, 14031292, 14029424, 14014252, 14025116,
 14019756, 14029588, 14025436, 14013680, 14026872, 14007532, 14024912, 14031128, 14023992, 14056888, 14047304, 14019216, 14031544, 14029384, 14014248, 14027244,
 14019808, 14030044, 14027624, 14013548, 14026992, 14007536, 14026920, 14031184, 14024432, 14057100, 14047408, 14019612, 14031936, 14029180, 14014584, 14027220,
 14019796, 14031012, 14027800, 14013540, 14026844, 14007656, 14027532, 14031196, 14024436, 14056704, 14049668, 14020096, 14031832, 14028876, 14014572, 14027428,
 14019792, 14031088, 14028160, 14014288, 14027128, 14007300, 14027464, 14031276, 14024948, 14056908, 14050308, 14020388, 14032352, 14029124, 14014700, 14027476,
 14020016, 14031240, 14028148, 14014380, 14027016, 14007584, 14027696, 14031576, 14025032, 14056812, 14050376, 14020516, 14032268, 14029044, 14014752, 14027704,
 14019776, 14031340, 14028284, 14014516, 14026992, 14007524, 14028140, 14031524, 14025076, 14057416, 14051044, 14020516, 14032448, 14028776, 14015356, 14027916,
 14020256, 14030984, 14027864, 14014176, 14026992, 14007524, 14027716, 14031176, 14024844, 14056968, 14050828, 14020528, 14032216, 14028792, 14014980, 14027688,
 14020104, 14031060, 14028248, 14014436, 14026920, 14007556, 14028156, 14031500, 14025816, 14056916, 14052956, 14020292, 14032396, 14028872, 14014940, 14027260,
 14020612, 14030888, 14028460, 14014424, 14028860, 14007540, 14028244, 14032308, 14025480, 14056984, 14053280, 14020520, 14033244, 14028872, 14015084, 14027132,
 14020312, 14031200, 14028776, 14015108, 14029204, 14007892, 14028248, 14032340, 14025792, 14057064, 14053896, 14020364, 14033304, 14028856, 14015036, 14027092,
 14020044, 14031296, 14028764, 14014880, 14029424, 14007500, 14028088, 14031916, 14025772, 14057284, 14053596, 14020336, 14033276, 14028716, 14015252, 14027200,
 14020456, 14031384, 14028668, 14014348, 14029016, 14007516, 14028108, 14031948, 14025592, 14057000, 14053544, 14020436, 14032984, 14028672, 14015556, 14027188,
 14020300, 14031644, 14028904, 14014620, 14028940, 14007760, 14027876, 14031608, 14025932, 14057420, 14053560, 14020900, 14033508, 14029456, 14015620, 14027700,
 14021820, 14031276, 14028616, 14015268, 14028984, 14007868, 14027984, 14031680, 14026172, 14057580, 14053332, 14020876, 14033588, 14029104, 14015920, 14027984,
 14022700, 14031412, 14028360, 14015224, 14028808, 14007532, 14027984, 14032124, 14025804, 14057448, 14053768, 14020708, 14035600, 14028996, 14015620, 14027992,
 14022688, 14031448, 14029056, 14015160, 14029228, 14007860, 14028112, 14031920, 14025936, 14057852, 14054208, 14020996, 14035500, 14029260, 14015648, 14028448,
 14022704, 14031500, 14028984, 14015352, 14029212, 14007984, 14027980, 14031696, 14025576, 14057700, 14054284, 14021264, 14035732, 14029344, 14015680, 14028508,
 14022572, 14031596, 14028584, 14014768, 14029128, 14007768, 14028132, 14032348, 14024964, 14057260, 14054248, 14021208, 14035648, 14029556, 14015704, 14028240,
 14022688, 14032108, 14028732, 14015336, 14029300, 14007520, 14028360, 14032180, 14025740, 14057556, 14054404, 14021264, 14035324, 14029936, 14015752, 14028444,
 14022324, 14031972, 14028488, 14014916, 14029428, 14007220, 14027952, 14031896, 14025496, 14059732, 14054392, 14021476, 14035188, 14030024, 14015608, 14028208,
 14025312, 14038476, 14033112, 14023556, 14037976, 14007956, 14032908, 14034560, 14033924, 14059704, 14065828, 14021448, 14039612, 14030260, 14016572, 14034788,
 14025548, 14038892, 14033120, 14023376, 14037856, 14007844, 14033072, 14034564, 14034104, 14059848, 14066652, 14021636, 14039796, 14030336, 14016824, 14034920,
 14025624, 14038740, 14033032, 14023104, 14037996, 14007824, 14033036, 14034432, 14033800, 14059872, 14066520, 14021704, 14039548, 14030440, 14016716, 14034924,
 14024960, 14038556, 14033132, 14022808, 14037948, 14007748, 14032692, 14034000, 14033884, 14059540, 14069024, 14021436, 14039376, 14030256, 14016528, 14035336,
 14025136, 14038588, 14033228, 14022968, 14038608, 14008040, 14032976, 14034400, 14034052, 14059820, 14069312, 14021708, 14039516, 14030384, 14017108, 14035252,
 14024928, 14038636, 14032960, 14023044, 14038136, 14008100, 14032640, 14034364, 14033936, 14059732, 14069508, 14021372, 14039568, 14030180, 14018936, 14035212,
 14025476, 14038912, 14033632, 14023344, 14038204, 14008072, 14032756, 14034368, 14034352, 14059956, 14069692, 14021616, 14039964, 14030640, 14018776, 14035468,
 14025524, 14038572, 14033780, 14022984, 14038712, 14008176, 14033100, 14034528, 14034272, 14059976, 14069784, 14021820, 14039380, 14030612, 14018760, 14035344,
 14025284, 14038352, 14033424, 14023152, 14038268, 14008476, 14033252, 14034576, 14034076, 14059872, 14072040, 14022000, 14039300, 14030952, 14018940, 14035788,
 14025016, 14038416, 14033496, 14023324, 14038436, 14008072, 14033444, 14035032, 14034364, 14059944, 14072508, 14022308, 14039860, 14030876, 14019244, 14035608,
 14025044, 14038996, 14033588, 14023392, 14038428, 14008508, 14033444, 14035120, 14034360, 14059952, 14080840, 14022292, 14040280, 14031020, 14018976, 14035180,
