 12623856, 12605120, 12609832, 12610776, 12607420, 12614888, 12600404, 12602832, 12611916, 12600032, 12607632, 12615732, 12612272, 12625744, 12623368, 12606000, 12609476, 12609108, 12613556, 12614708, 12610332, 12615836, 12604068, 12605200, 12612664, 12610408, 12616740, 12612720, 12606048, 12602896, 12604736, 12618300, 12611104, 12611308, 12613872, 12612984, 12618512, 12603892, 12604084, 12603996, 12613640, 12617052, 12610852, 12614068, 12608480, 12609892, 12601328, 12617320, 12612444, 12620892, 12614068, 12604844, 12612040, 12609912, 12607672, 12593212, 12611104, 12602720, 12607040, 12615748, 12599192, 12611160, 12605620, 12604576, 12603428, 12612488, 12604164, 12607936, 12615580, 12617256, 12612656, 12603172, 12605184, 12613748, 12611336, 12614560, 12612452, 12618596, 12613748, 12604364, 12605316, 12610684, 12610680, 12611488, 12610140, 12614548, 12604616, 12605808, 12600688, 12604612, 12610256, 12616680, 12606644, 12606440, 12603188, 12606516, 12610068, 12606316, 12607960, 12609408, 12610116, 12614128, 12603608, 12599744, 12612184, 12611204, 12610464, 12617076, 12616192, 12603876, 12602304, 12605464,
 13938160, 13931908, 13937400, 13937752, 13942532, 13942060, 13931192, 13919792, 13931532, 13920456, 13946944, 13951672, 13939008, 13936100, 13934652, 13936136, 13937308, 13938468, 13944236, 13934396, 13935140, 13941120, 13937536, 13932332, 13936868, 13961756, 13950708, 13939816, 13933768, 13929608, 13928204, 13940684, 13933164, 13935184, 13934396, 13938524, 13946180, 13927972, 13933040, 13934868, 13936152, 13951776, 13934260, 13952700, 13936300, 13926832, 13928768, 13940556, 13930748, 13946192, 13935460, 13928692, 13933184, 13935320, 13924568, 13917360, 13937348, 13923652, 13930860, 13955216, 13945872, 13936900, 13927144, 13930788, 13930428, 13938580, 13935180, 13938728, 13940948, 13938908, 13941420, 13930532, 13923972, 13933444, 13950200, 13947808, 13933728, 13943460, 13933636, 13933960, 13929008, 13932976, 13930812, 13940212, 13937900, 13939784, 13929940, 13926832, 13924004, 13931884, 13951092, 13950344, 13936516, 13935812, 13926596, 13931828, 13931616, 13936344, 13927880, 13939288, 13933456, 13939252, 13933152, 13927364, 13937584, 13952304, 13949224, 13939216, 13940624, 13923160, 13926320, 13927864,
 13942160, 13935224, 13938268, 13938520, 13947924, 13942500, 13936476, 13920040, 13934336, 13921020, 13947944, 13952884, 13941948, 13936868, 13936108, 13937968, 13938156, 13941812, 13945336, 13935080, 13936140, 13942572, 13938660, 13935144, 13939704, 13964348, 13951156, 13940752, 13938568, 13932428, 13928996, 13941032, 13936692, 13935660, 13935372, 13941592, 13947148, 13935236, 13934008, 13937868, 13940296, 13954720, 13935104, 13953572, 13937092, 13931960, 13931964, 13941968, 13933412, 13947308, 13936184, 13929724, 13933708, 13938404, 13927644, 13918384, 13938076, 13927020, 13934088, 13956468, 13948032, 13937444, 13930164, 13933172, 13931152, 13939928, 13936640, 13941384, 13942168, 13939848, 13941908, 13932088, 13924740, 13934028, 13951928, 13950304, 13933948, 13944196, 13936544, 13935516, 13931736, 13933952, 13931536, 13940672, 13943636, 13940404, 13932916, 13931360, 13928780, 13933028, 13954528, 13953024, 13936844, 13941048, 13927092, 13933636, 13934472, 13939152, 13928840, 13940136, 13934344, 13942568, 13933676, 13928264, 13938700, 13953128, 13952380, 13939976, 13941420, 13926756, 13926860, 13928752,
 13942784, 13935836, 13938480, 13938972, 13949120, 13943484, 13936580, 13923176, 13934412, 13924168, 13947984, 13953196, 13945564, 13937888, 13936696, 13939252, 13938948, 13942456, 13945756, 13935276, 13937100, 13943364, 13939368, 13935656, 13941160, 13965828, 13951984, 13940864, 13939348, 13933268, 13930176, 13941476, 13937188, 13936660, 13936412, 13942384, 13950728, 13935144, 13934992, 13939204, 13943368, 13955436, 13937740, 13954704, 13938128, 13935100, 13932924, 13942596, 13933576, 13948128, 13936836, 13930196, 13934500, 13939108, 13931060, 13919060, 13938744, 13928396, 13934560, 13956568, 13948752, 13938444, 13933068, 13934340, 13932980, 13941168, 13936776, 13941836, 13943196, 13941108, 13942868, 13932548, 13925640, 13935164, 13952416, 13950588, 13934412, 13945100, 13937384, 13936440, 13932496, 13936500, 13933948, 13941576, 13946132, 13940400, 13936168, 13934564, 13931700, 13933420, 13955056, 13953308, 13937528, 13941968, 13930432, 13936884, 13936448, 13939780, 13929204, 13940680, 13934984, 13943392, 13934332, 13929116, 13938880, 13953684, 13952328, 13940356, 13943428, 13927720, 13927520, 13929448,
 13943488, 13936052, 13938588, 13939184, 13948856, 13943332, 13936524, 13925156, 13934600, 13924156, 13947952, 13953284, 13944988, 13939876, 13938856, 13938572, 13939196, 13941956, 13945836, 13935236, 13936756, 13943056, 13939376, 13935936, 13943024, 13965772, 13951864, 13940528, 13939528, 13933576, 13929960, 13941464, 13937604, 13936596, 13936564, 13941748, 13952884, 13936980, 13934480, 13939264, 13943492, 13955728, 13937980, 13954780, 13938180, 13934844, 13935044, 13942384, 13934060, 13948144, 13936860, 13930044, 13937128, 13939276, 13930576, 13919520, 13938676, 13928020, 13934624, 13956548, 13948728, 13938164, 13932948, 13933864, 13932888, 13943200, 13936836, 13941912, 13942244, 13940896, 13942512, 13932452, 13925872, 13934924, 13954032, 13950904, 13934448, 13944848, 13937212, 13936008, 13932192, 13936604, 13933420, 13941288, 13945908, 13942572, 13935456, 13934828, 13931884, 13933256, 13955156, 13953304, 13937512, 13942220, 13929864, 13936668, 13936888, 13939840, 13929336, 13940640, 13934844, 13943716, 13934572, 13929396, 13938832, 13953748, 13952268, 13940572, 13942980, 13927620, 13927440, 13929856,
 13942772, 13936580, 13939136, 13941648, 13948976, 13943584, 13937288, 13925124, 13935436, 13926500, 13948376, 13953568, 13945732, 13940148, 13939240, 13938844, 13939792, 13942600, 13946716, 13935296, 13936792, 13943416, 13939516, 13937036, 13943640, 13965672, 13952336, 13940808, 13939640, 13934168, 13930832, 13942076, 13938488, 13936880, 13936896, 13941764, 13952868, 13936996, 13934772, 13939588, 13943748, 13956076, 13940224, 13955352, 13938412, 13937432, 13935420, 13942792, 13938864, 13948432, 13938276, 13930776, 13937748, 13941176, 13930908, 13920100, 13938664, 13928088, 13934764, 13956880, 13948732, 13938124, 13932588, 13934172, 13933344, 13943100, 13937396, 13942448, 13942200, 13941512, 13943136, 13932880, 13926256, 13934596, 13954680, 13953040, 13934844, 13947388, 13939560, 13936860, 13932020, 13937128, 13933500, 13941424, 13945484, 13943396, 13937616, 13934736, 13932524, 13933812, 13954996, 13953756, 13937728, 13942560, 13930432, 13937244, 13936540, 13940400, 13929748, 13940936, 13935128, 13944532, 13934560, 13930140, 13939652, 13954208, 13952688, 13940760, 13943008, 13927628, 13927856, 13930088,
 13942728, 13936968, 13939592, 13942172, 13949232, 13943764, 13937428, 13925448, 13935664, 13927068, 13948780, 13953912, 13945452, 13940772, 13939764, 13939332, 13940508, 13943004, 13946604, 13935632, 13937252, 13943564, 13939664, 13936804, 13943868, 13966068, 13952844, 13943136, 13940040, 13934632, 13931188, 13942096, 13938480, 13937616, 13939168, 13942524, 13953240, 13939428, 13935396, 13940068, 13944136, 13956752, 13940736, 13955240, 13940672, 13938296, 13936184, 13943460, 13938960, 13948824, 13938348, 13931528, 13937944, 13941208, 13931360, 13920968, 13938960, 13928624, 13935480, 13957600, 13948776, 13938492, 13932932, 13934604, 13933712, 13943696, 13937968, 13942332, 13942328, 13944260, 13943396, 13933488, 13926516, 13935412, 13954880, 13952812, 13935020, 13947896, 13940392, 13939560, 13932900, 13937408, 13933420, 13942052, 13946184, 13943908, 13940124, 13937536, 13935200, 13933908, 13955484, 13954020, 13937984, 13944848, 13932772, 13938104, 13937000, 13940748, 13930384, 13941708, 13935188, 13945012, 13935012, 13930148, 13939820, 13954300, 13953072, 13941016, 13943636, 13927900, 13927780, 13930692,
 13942788, 13935988, 13939140, 13942556, 13949340, 13943800, 13937600, 13925712, 13935468, 13927584, 13948652, 13953668, 13945136, 13941432, 13939212, 13939164, 13940608, 13943428, 13946376, 13935592, 13937584, 13943876, 13939944, 13936704, 13944240, 13965852, 13952996, 13943396, 13940352, 13935228, 13930844, 13941424, 13938288, 13937420, 13939100, 13943200, 13953652, 13939964, 13936836, 13940168, 13944328, 13956876, 13941252, 13955876, 13940368, 13938540, 13936616, 13943112, 13938956, 13951024, 13938480, 13931736, 13939760, 13941712, 13931668, 13920544, 13939312, 13928340, 13935240, 13957992, 13949144, 13938964, 13932948, 13934596, 13933980, 13943560, 13937464, 13942372, 13942684, 13943564, 13943016, 13933680, 13926404, 13937496, 13954940, 13953296, 13934320, 13949992, 13942840, 13939712, 13932552, 13937752, 13933692, 13941980, 13946760, 13944520, 13940104, 13937664, 13935172, 13933464, 13955928, 13954128, 13938020, 13944392, 13932796, 13937388, 13937660, 13940760, 13929560, 13941660, 13935964, 13944688, 13934332, 13930304, 13939988, 13953856, 13953228, 13941012, 13944128, 13928328, 13927680, 13930732,
 13942836, 13936344, 13938988, 13942428, 13949064, 13943816, 13938104, 13925824, 13935928, 13928036, 13949148, 13954024, 13945460, 13941660, 13939540, 13939324, 13940600, 13943692, 13946344, 13935732, 13937880, 13943640, 13944120, 13937164, 13944348, 13966036, 13953368, 13943572, 13940632, 13935056, 13930940, 13941120, 13938652, 13937396, 13938692, 13943380, 13953508, 13939876, 13936852, 13939944, 13944420, 13956748, 13941380, 13955996, 13940880, 13938364, 13936348, 13943256, 13939288, 13950992, 13938944, 13932004, 13941984, 13941868, 13931616, 13920652, 13939496, 13928560, 13935264, 13958124, 13949816, 13938776, 13933512, 13935024, 13934352, 13943404, 13937096, 13942108, 13942664, 13943632, 13945064, 13934256, 13928964, 13937520, 13955184, 13953684, 13934832, 13950104, 13943056, 13939836, 13932680, 13937392, 13934048, 13941840, 13946744, 13944548, 13940152, 13937584, 13934988, 13933824, 13955772, 13954180, 13938436, 13944672, 13933080, 13937684, 13938084, 13940736, 13931712, 13941496, 13935656, 13944892, 13934828, 13930500, 13939752, 13953980, 13953364, 13941340, 13944300, 13928172, 13928268, 13930948,
 13942776, 13937176, 13939632, 13942180, 13949724, 13946640, 13938660, 13925700, 13935696, 13927812, 13949624, 13954512, 13945708, 13943996, 13939920, 13939560, 13941364, 13943908, 13946824, 13936580, 13937940, 13944244, 13944760, 13937188, 13944248, 13966380, 13953096, 13943892, 13940788, 13935688, 13933500, 13941572, 13938900, 13937268, 13939336, 13943048, 13954300, 13940064, 13936848, 13940460, 13944544, 13957244, 13941988, 13956484, 13941536, 13938620, 13936508, 13944116, 13939436, 13951312, 13939044, 13932036, 13942376, 13941768, 13932348, 13921380, 13939108, 13929040, 13935776, 13958168, 13950000, 13938928, 13933608, 13935360, 13934620, 13943744, 13937348, 13942008, 13942856, 13944092, 13945836, 13934080, 13929384, 13938068, 13955324, 13954104, 13935320, 13950648, 13943492, 13940096, 13933300, 13938032, 13934740, 13941976, 13946996, 13945128, 13940192, 13937816, 13935840, 13933716, 13955648, 13954176, 13938708, 13945140, 13933464, 13938476, 13938412, 13941088, 13932232, 13941892, 13935672, 13945180, 13935200, 13931128, 13940624, 13953740, 13953340, 13941892, 13945108, 13927940, 13928256, 13930716,
