%  ./pipe-7-04096   ./pipe-7-04096/extracted_timings-e750494.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  121.662664 ,  117.853176 ,  133.504743 ,  4.55569193686046 
% PVSPY_VIZ_TIMINGS ,  25.41187178 ,  24.524652 ,  26.831002 ,  0.473651955596662 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,119.284713,26.500203
20,118.958838,26.067683
30,119.983854,25.956349
40,119.153334,25.769183
50,119.27043,25.709564
60,120.36605,25.78004
70,118.65342,26.661367
80,118.961306,25.927879
90,119.68156,25.88782
100,118.916678,25.736864
110,118.267383,26.831002
120,119.101295,25.548487
130,120.200149,25.623673
140,119.700866,25.591371
150,118.71713,25.662944
160,118.516534,25.601203
170,123.81079,25.277438
180,120.947536,25.352216
190,119.109295,25.267082
200,117.853176,25.23664
210,118.372791,25.314608
220,120.179931,25.275011
230,121.124944,25.480731
240,117.998866,25.132318
250,118.229398,25.202234
260,118.045676,25.27641
270,118.327661,25.43971
280,119.02488,25.266713
290,118.317209,25.615605
300,119.218663,25.202918
310,118.573225,25.0986
320,119.239509,25.259298
330,119.560802,25.340154
340,119.80876,25.302259
350,119.774193,25.635487
360,119.850219,25.21541
370,121.087134,25.282269
380,121.801797,25.312458
390,121.264114,25.438339
400,123.157599,25.272677
410,127.112992,24.642752
420,127.305133,25.019085
430,125.791645,24.524652
440,128.667131,24.723552
450,132.240341,24.655017
460,133.504743,24.882058
470,130.872045,24.898923
480,130.769434,24.980427
490,131.830887,25.034011
500,132.627141,24.880895
