%  ./pipe-6-02048   ./pipe-6-02048/extracted_timings-e653658.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  38.2388631 ,  35.967754 ,  49.124587 ,  2.80605905263525 
% PVSPY_VIZ_TIMINGS ,  3.8423159 ,  3.756569 ,  4.129963 ,  0.0762141123940325 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,36.12428,3.846111
20,36.143344,3.826206
30,36.231625,3.83984
40,36.101788,3.852048
50,36.269856,3.818031
60,36.403151,3.849609
70,36.435942,3.811512
80,36.390886,3.819717
90,36.428794,3.841137
100,36.324348,3.847319
110,36.334809,3.846597
120,36.492184,3.868269
130,36.379684,3.817224
140,37.915811,3.819653
150,36.38251,3.814454
160,36.131362,3.814629
170,35.967754,3.80352
180,36.113884,3.809767
190,36.066101,3.803733
200,36.074954,3.788575
210,36.197506,3.791927
220,36.129887,3.809217
230,36.298604,3.756569
240,37.047655,3.806962
250,37.010153,3.898868
260,37.176326,3.796094
270,37.316762,3.815334
280,37.207415,3.784012
290,38.047378,3.800447
300,38.522135,3.792762
310,38.601689,3.818214
320,38.444052,3.773446
330,39.209747,3.771468
340,38.916991,3.820298
350,39.352882,3.819216
360,39.35562,3.803096
370,39.218303,3.803504
380,39.625427,3.846228
390,39.875865,3.86395
400,39.702387,3.860434
410,40.100134,3.839993
420,39.547707,3.891709
430,39.25964,3.814869
440,39.472991,3.82648
450,39.473106,3.819649
460,39.519133,3.885602
470,42.996433,3.937121
480,49.124587,4.093411
490,46.186284,4.107001
500,46.293289,4.129963
