%  amr-file-hpctoolkit/pipe-7-65536   amr-file-hpctoolkit/pipe-7-65536/extracted_timings-e719261.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  17.95897692 ,  13.299949 ,  24.692998 ,  2.49311951833551 
% PVSPY_VIZ_TIMINGS ,  5.49e-05 ,  4.7e-05 ,  0.000178 ,  1.79173271512494e-05 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,19.336525,5.6e-05
20,19.956376,5.2e-05
30,17.820739,5e-05
40,13.492511,5.4e-05
50,14.899458,5.6e-05
60,18.587234,5.9e-05
70,16.416249,5.5e-05
80,19.316096,5.1e-05
90,17.966928,5.4e-05
100,19.823202,5.1e-05
110,21.122341,5e-05
120,17.587368,5.4e-05
130,18.934334,5.3e-05
140,16.294543,5.1e-05
150,13.507851,0.000178
160,16.875251,5.2e-05
170,24.692998,5.5e-05
180,17.813139,5.2e-05
190,22.738235,5.1e-05
200,19.52527,5.1e-05
210,16.498455,5e-05
220,16.37492,5.3e-05
230,15.051696,5.4e-05
240,15.875673,5.2e-05
250,18.783248,5.7e-05
260,20.143068,5.1e-05
270,17.258914,5.4e-05
280,15.983371,5.5e-05
290,21.906431,5.4e-05
300,20.815661,5.2e-05
310,14.653236,5.2e-05
320,13.299949,5.3e-05
330,15.669742,5e-05
340,17.71562,5.2e-05
350,19.03302,4.7e-05
360,20.261798,5.2e-05
370,16.496108,5.4e-05
380,18.788733,5.1e-05
390,19.880016,5.3e-05
400,14.310272,5.1e-05
410,15.630219,5.3e-05
420,20.958635,5.2e-05
430,18.021398,5.3e-05
440,18.254577,5.2e-05
450,20.638889,4.8e-05
460,20.119679,5.1e-05
470,18.857559,5.1e-05
480,18.272865,5.6e-05
490,14.380449,4.8e-05
500,17.307997,4.9e-05
