%  ./pipe-6-04096   ./pipe-6-04096/extracted_timings-e750492.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  21.59125752 ,  20.260176 ,  23.31966 ,  0.766446069825469 
% PVSPY_VIZ_TIMINGS ,  3.08362868 ,  2.829813 ,  4.31837 ,  0.320995103402633 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,21.399331,3.58693
20,21.073938,4.11838
30,21.446558,4.31837
40,21.05103,3.131678
50,21.049101,3.070683
60,21.051268,3.076752
70,21.985044,2.939468
80,22.59499,3.495651
90,21.081795,2.971448
100,21.776167,2.961091
110,20.862294,3.11994
120,20.857992,3.123721
130,21.829381,3.122384
140,22.222798,2.888579
150,20.635722,2.829813
160,21.174055,3.041862
170,20.333264,2.834927
180,20.440504,2.973713
190,20.837962,2.980547
200,20.260176,2.86918
210,20.549547,2.94305
220,20.707385,2.882939
230,20.399405,2.832475
240,21.103197,2.900613
250,21.896231,2.857309
260,20.963853,2.858936
270,20.918451,2.956632
280,21.043164,2.876182
290,21.371255,2.890491
300,21.775127,2.945519
310,21.623369,3.691372
320,21.475447,2.90998
330,21.842638,2.953967
340,21.556734,3.637246
350,22.039682,2.921243
360,22.023398,2.890867
370,21.874558,3.75929
380,22.363856,2.924849
390,22.659193,2.957133
400,23.134624,3.059742
410,22.72697,3.011801
420,22.200594,3.080877
430,22.153214,2.991403
440,22.076769,3.006645
450,22.100562,2.985356
460,22.393326,2.972937
470,23.31966,3.11687
480,23.019367,2.965386
490,22.168767,2.990595
500,22.119163,2.954612
