%  ./pipe-5-01024   ./pipe-5-01024/extracted_timings-e739784.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  13.56959656 ,  12.080596 ,  15.573854 ,  1.00560569661683 
% PVSPY_VIZ_TIMINGS ,  1.69634678 ,  1.53162 ,  2.246388 ,  0.162089843169099 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,13.007534,1.841187
20,12.136646,1.765449
30,12.226858,2.058235
40,12.180406,1.815003
50,12.167383,1.836564
60,12.213279,1.671917
70,14.643143,1.645354
80,12.217293,1.740753
90,12.880048,1.636325
100,12.734593,1.89465
110,12.080596,1.665903
120,12.378887,1.69165
130,12.087812,1.621426
140,12.996745,1.662782
150,12.217616,1.629502
160,12.46955,1.687666
170,12.558292,1.651822
180,12.731504,1.609534
190,12.82721,1.675084
200,12.931093,1.673029
210,13.306353,1.651461
220,13.338936,1.613667
230,13.188186,1.729346
240,14.263718,1.600055
250,13.434938,1.607525
260,13.725275,1.56047
270,13.994873,1.596104
280,13.614177,1.739821
290,13.915159,1.688478
300,14.192578,1.603474
310,13.945861,1.550857
320,14.092071,1.655311
330,14.781765,1.688821
340,15.573854,1.552832
350,14.298118,1.590188
360,14.310183,1.574359
370,14.026265,1.584296
380,13.911464,2.068881
390,13.850324,1.689701
400,14.983692,1.671915
410,14.509769,1.572877
420,15.067294,1.616702
430,14.709641,1.547584
440,14.102552,1.53162
450,15.105685,1.584226
460,13.808431,1.558673
470,13.996546,1.567318
480,14.91787,2.232149
490,14.922692,2.246388
500,14.90507,1.868405
