%  ./pipe-5-00256   ./pipe-5-00256/extracted_timings-e04.csv 
%
% Summary Statistics:
% operation,  mean,  min,  max, std
% -------------------------------------------------------------------
% CTH_TIMINGS       ,  42.57703244 ,  37.328811 ,  49.333561 ,  3.97673285102802 
% PVSPY_VIZ_TIMINGS ,  12.85798258 ,  12.190257 ,  14.39838 ,  0.617298086514326 
% -------------------------------------------------------------------
"cycle","cth","viz"
10,37.38189,13.840392
20,37.390806,13.412782
30,37.416263,14.39838
40,37.328811,13.602969
50,37.369639,14.34107
60,37.495848,13.037369
70,38.772174,14.22829
80,38.102727,13.422554
90,37.577999,12.82888
100,37.780848,13.732415
110,37.78364,13.230459
120,37.875255,13.43213
130,37.77549,13.692052
140,38.014975,13.429106
150,38.30828,13.216023
160,38.833515,13.55627
170,38.842217,13.139556
180,39.357635,13.214764
190,39.65662,12.945509
200,42.8259,12.883477
210,44.66223,12.21362
220,44.365037,12.289455
230,44.15778,12.275736
240,44.491724,12.301718
250,44.925111,12.34844
260,45.198305,12.232178
270,45.315295,12.263965
280,44.378059,12.270167
290,44.553302,12.275315
300,45.630332,12.232457
310,44.000183,12.449029
320,44.326412,12.390953
330,44.581179,12.320624
340,43.777816,12.461329
350,43.521707,12.329662
360,43.864533,12.462764
370,43.240798,12.41572
380,42.696685,12.317592
390,42.553377,12.285484
400,42.802388,12.321502
410,44.225727,13.267954
420,47.662972,12.753382
430,47.3161,12.880095
440,48.164646,12.824066
450,47.958995,12.8292
460,47.92562,12.640641
470,48.834685,12.637458
480,49.333561,12.475903
490,49.208405,12.358016
500,49.288126,12.190257
